;cvm;codigo;cvm2;ano;1;1.01.01;1.01.02;1.02.01.01;1.02.01.02;1.02.01.03;2.01.04;2.01.02;2.02.01;3.05;open;close
3031;8753;MTSA3;8753;2012;261.793.833;74.285.593;8.495.143;;;1.736.532;49.003.595;4.819.546;192.778;24.743.543;;
3032;8753;MTSA3;8753;2013;348.714.588;156.182.853;7.052.980;;;1.984.890;15.383.803;3.558.243;115.583.757;25.573.622;;
3033;8753;MTSA3;8753;2014;407.463.689;202.448.449;4.185.648;;;2.010.598;28.899.719;2.909.244;155.686.283;18.994.957;;
3034;8753;MTSA3;8753;2015;415.828.138;205.510.561;2.426.081;;;1.484.617;136.782.830;2.859.494;47.012.885;10.852.932;;
3035;8753;MTSA3;8753;2016;316.950.097;102.881.511;5.773.146;;;977.611;78.659.645;4.905.864;0;2.684.572;;
3036;8753;MTSA3;8753;2017;272.052.911;55.497.209;7.441.059;;;2.844.495;26.301.653;3.233.320;0;7.566.817;;
3037;8753;MTSA3;8753;2018;279.987.207;49.695.378;10.150.018;;;;;;;16.330.520;;
3038;8753;MTSA4;8753;2010;258.518.220;84.523.003;10.360.641;;;1.195.468;1.322.848;5.381.395;58.966.092;25.081.443;26,00;26,30
3039;8753;MTSA4;8753;2011;286.567.639;95.342.077;9.037.042;;;1.190.547;58.847.125;5.370.771;27.681.156;18.939.504;;
3040;8753;MTSA4;8753;2012;261.793.833;74.285.593;8.495.143;;;1.736.532;49.003.595;4.819.546;192.778;24.743.543;;
3041;8753;MTSA4;8753;2013;348.714.588;156.182.853;7.052.980;;;1.984.890;15.383.803;3.558.243;115.583.757;25.573.622;21,00;18,25
3042;8753;MTSA4;8753;2014;407.463.689;202.448.449;4.185.648;;;2.010.598;28.899.719;2.909.244;155.686.283;18.994.957;17,85;13,75
3043;8753;MTSA4;8753;2015;415.828.138;205.510.561;2.426.081;;;1.484.617;136.782.830;2.859.494;47.012.885;10.852.932;13,21;8,40
3044;8753;MTSA4;8753;2016;316.950.097;102.881.511;5.773.146;;;977.611;78.659.645;4.905.864;0;2.684.572;8,98;10,12
3045;8753;MTSA4;8753;2017;272.052.911;55.497.209;7.441.059;;;2.844.495;26.301.653;3.233.320;0;7.566.817;10,11;16,15
3046;8753;MTSA4;8753;2018;279.987.207;49.695.378;10.150.018;;;;;;;16.330.520;16,25;14,81
3047;8893;MOAR3;8893;2010;1.054.543;864;99.209;11.090;;2.017;;;;103.238;83,90;98,09
3048;8893;MOAR3;8893;2011;1.223.402;24.328;322.144;;;;;;;201.797;;
3049;8893;MOAR3;8893;2012;1.317.491;43.448;385.556;;;;;;;139.898;;
3050;8893;MOAR3;8893;2013;1.270.050;33.068;338.719;;;;;;;95.228;;
3051;8893;MOAR3;8893;2014;1.371.690;3.573;289.441;10.016;;;;;;167.931;;
3052;8893;MOAR3;8893;2015;1.434.739;3.638;452.993;0;;;;;20.631;-22.884;;
3053;8893;MOAR3;8893;2016;1.565.901;33.384;370.077;0;;;;;44.568;306.824;;
3054;8893;MOAR3;8893;2017;1.628.691;81.061;411.688;;;;11.504;;51.245;98.692;;
3055;8893;MOAR3;8893;2018;1.572.405;62.460;440.905;;;301;;;;20.555;;
3056;9040;NAFG3;9040;2010;484.070;6.187;30.521;;;9.177;49.931;15.885;53.257;31.182;;
3057;9040;NAFG3;9040;2011;666.508;39.796;;;;9.750;40.848;71.244;133.566;27.575;;
3058;9040;NAFG3;9040;2012;720.594;5.495;34.561;;;4.659;87.630;84.306;168.564;22.075;;
3059;9040;NAFG3;9040;2013;708.420;29.732;42.333;;;1.496;106.639;28.136;163.780;28.744;;
3060;9040;NAFG3;9040;2014;685.774;23.298;63.939;;;1.505;60.155;40.334;130.560;30.395;;
3061;9040;NAFG3;9040;2015;651.329;6.375;14.919;;;2.752;146.353;36.778;82.014;44.417;;
3062;9040;NAFG3;9040;2016;612.488;5.198;15.922;;;4.352;146.697;37.409;17.591;62.172;;
3063;9040;NAFG3;9040;2017;628.207;10.702;16.928;;;3.271;100.559;43.139;25.000;102.438;;
3064;9040;NAFG3;9040;2018;717.627;16.599;45.857;;;;;;;141.091;;
3065;9040;NAFG4;9040;2010;484.070;6.187;30.521;;;9.177;49.931;15.885;53.257;31.182;;
3066;9040;NAFG4;9040;2011;666.508;39.796;;;;9.750;40.848;71.244;133.566;27.575;;
3067;9040;NAFG4;9040;2012;720.594;5.495;34.561;;;4.659;87.630;84.306;168.564;22.075;;
3068;9040;NAFG4;9040;2013;708.420;29.732;42.333;;;1.496;106.639;28.136;163.780;28.744;;
3069;9040;NAFG4;9040;2014;685.774;23.298;63.939;;;1.505;60.155;40.334;130.560;30.395;;
3070;9040;NAFG4;9040;2015;651.329;6.375;14.919;;;2.752;146.353;36.778;82.014;44.417;;
3071;9040;NAFG4;9040;2016;612.488;5.198;15.922;;;4.352;146.697;37.409;17.591;62.172;;
3072;9040;NAFG4;9040;2017;628.207;10.702;16.928;;;3.271;100.559;43.139;25.000;102.438;;
3073;9040;NAFG4;9040;2018;717.627;16.599;45.857;;;;;;;141.091;;
3074;9067;NEMO3;9067;2010;19.238.178;3.794.756;;;;20.456;1.395.042;277.107;5.833.496;1.123.869;;
3075;9067;NEMO3;9067;2011;21.990.226;3.323.079;;;;6.254;2.219.472;414.723;6.439.201;633.078;;
3076;9067;NEMO3;9067;2012;25.694.618;4.383.243;;;;1.722;1.634.657;875.648;9.135.453;503.357;;
3077;9067;NEMO3;9067;2013;27.498.554;3.754.652;;;;280;1.021.322;876.556;11.893.928;944.492;;
3078;9067;NEMO3;9067;2014;28.467.899;3.727.752;;;;253;1.808.134;753.099;11.977.937;1.204.330;;
3079;9067;NEMO3;9067;2015;28.621.930;1.786.396;970.850;;;285;1.830.275;581.477;12.893.322;3.039.983;;
3080;9067;NEMO3;9067;2016;29.502.617;1.654.578;2.080.615;;;222;1.595.326;582.918;12.418.412;1.310.771;;
3081;9067;NEMO3;9067;2017;28.645.797;1.120.012;1.631.505;;;203;2.115.424;610.476;10.076.789;3.243.378;;
3082;9067;NEMO3;9067;2018;54.005.818;4.405.004;21.098.565;;;;;;;4.991.621;;
3083;9067;NEMO5;9067;2010;19.238.178;3.794.756;;;;20.456;1.395.042;277.107;5.833.496;1.123.869;;
3084;9067;NEMO5;9067;2011;21.990.226;3.323.079;;;;6.254;2.219.472;414.723;6.439.201;633.078;;
3085;9067;NEMO5;9067;2012;25.694.618;4.383.243;;;;1.722;1.634.657;875.648;9.135.453;503.357;;
3086;9067;NEMO5;9067;2013;27.498.554;3.754.652;;;;280;1.021.322;876.556;11.893.928;944.492;;
3087;9067;NEMO5;9067;2014;28.467.899;3.727.752;;;;253;1.808.134;753.099;11.977.937;1.204.330;;
3088;9067;NEMO5;9067;2015;28.621.930;1.786.396;970.850;;;285;1.830.275;581.477;12.893.322;3.039.983;;
3089;9067;NEMO5;9067;2016;29.502.617;1.654.578;2.080.615;;;222;1.595.326;582.918;12.418.412;1.310.771;;
3090;9067;NEMO5;9067;2017;28.645.797;1.120.012;1.631.505;;;203;2.115.424;610.476;10.076.789;3.243.378;;
3091;9067;NEMO5;9067;2018;54.005.818;4.405.004;21.098.565;;;;;;;4.991.621;;
3092;9067;NEMO6;9067;2010;19.238.178;3.794.756;;;;20.456;1.395.042;277.107;5.833.496;1.123.869;;
3093;9067;NEMO6;9067;2011;21.990.226;3.323.079;;;;6.254;2.219.472;414.723;6.439.201;633.078;;
3094;9067;NEMO6;9067;2012;25.694.618;4.383.243;;;;1.722;1.634.657;875.648;9.135.453;503.357;;
3095;9067;NEMO6;9067;2013;27.498.554;3.754.652;;;;280;1.021.322;876.556;11.893.928;944.492;;
3096;9067;NEMO6;9067;2014;28.467.899;3.727.752;;;;253;1.808.134;753.099;11.977.937;1.204.330;;
3097;9067;NEMO6;9067;2015;28.621.930;1.786.396;970.850;;;285;1.830.275;581.477;12.893.322;3.039.983;;
3098;9067;NEMO6;9067;2016;29.502.617;1.654.578;2.080.615;;;222;1.595.326;582.918;12.418.412;1.310.771;;
3099;9067;NEMO6;9067;2017;28.645.797;1.120.012;1.631.505;;;203;2.115.424;610.476;10.076.789;3.243.378;;
3100;9067;NEMO6;9067;2018;54.005.818;4.405.004;21.098.565;;;;;;;4.991.621;;
3101;906;BBDC3;906;2010;602.954.024;80.960.127;;75.234.191;40.179.144;;;;;15.324.117;31,00;25,70
3102;906;BBDC3;906;2011;722.086.892;93.777.577;;96.597.077;45.248.398;;;;;14.683.469;26,03;25,29
3103;906;BBDC3;906;2012;801.186.699;59.992.777;;111.839.567;81.560.848;;;;;15.502.232;25,31;33,94
3104;906;BBDC3;906;2013;838.301.614;67.450.363;;96.092.523;67.838.411;;;;;14.319.169;33,94;31,95
3105;906;BBDC3;906;2014;930.451.016;65.430.300;;78.498.311;120.961.734;;;;;19.330.791;31,74;34,32
3106;906;BBDC3;906;2015;1.026.703.522;72.091.764;;159.623.449;117.695.450;;;;;9.603.583;34,19;20,50
3107;906;BBDC3;906;2016;1.192.029.656;72.554.651;;213.139.846;113.118.554;;;;;31.905.456;20,20;29,14
3108;906;BBDC3;906;2017;1.224.353.440;81.742.951;;241.710.041;159.412.722;;;;;23.743.559;28,82;32,06
3109;906;BBDC3;906;2018;1.305.543.714;107.209.743;;0;;;;;;19.442.015;32,28;33,85
3110;906;BBDC4;906;2010;602.954.024;80.960.127;;75.234.191;40.179.144;;;;;15.324.117;37,70;32,65
3111;906;BBDC4;906;2011;722.086.892;93.777.577;;96.597.077;45.248.398;;;;;14.683.469;33,04;30,75
3112;906;BBDC4;906;2012;801.186.699;59.992.777;;111.839.567;81.560.848;;;;;15.502.232;30,71;35,17
3113;906;BBDC4;906;2013;838.301.614;67.450.363;;96.092.523;67.838.411;;;;;14.319.169;35,17;29,09
3114;906;BBDC4;906;2014;930.451.016;65.430.300;;78.498.311;120.961.734;;;;;19.330.791;28,95;35,06
3115;906;BBDC4;906;2015;1.026.703.522;72.091.764;;159.623.449;117.695.450;;;;;9.603.583;34,30;19,28
3116;906;BBDC4;906;2016;1.192.029.656;72.554.651;;213.139.846;113.118.554;;;;;31.905.456;19,00;29,00
3117;906;BBDC4;906;2017;1.224.353.440;81.742.951;;241.710.041;159.412.722;;;;;23.743.559;28,80;33,85
3118;906;BBDC4;906;2018;1.305.543.714;107.209.743;;0;;;;;;19.442.015;34,60;38,65
3119;9342;PNVL3;9342;2010;377.105;5.668;16.641;;;;3.252;129.123;17.611;53.616;59,00;92,00
3120;9342;PNVL3;9342;2011;442.155;10.128;26.194;;;;3.702;151.758;18.025;57.245;95,00;109,80
3121;9342;PNVL3;9342;2012;500.816;28.245;0;;;;4.901;151.475;28.186;68.792;110,70;280,00
3122;9342;PNVL3;9342;2013;599.894;7.613;11.279;;;;5.390;160.036;59.879;77.427;280,00;222,00
3123;9342;PNVL3;9342;2014;719.271;7.503;17.263;;;;21.235;184.292;105.141;76.322;209,50;215,01
3124;9342;PNVL3;9342;2015;759.967;9.268;7.734;;;;20.938;209.763;88.512;84.125;214,99;290,00
3125;9342;PNVL3;9342;2016;820.973;22.340;;;;;29.495;250.242;59.334;91.587;280,00;668,99
3126;9342;PNVL3;9342;2017;950.172;58.792;;;;;46.145;262.539;112.226;93.922;645,00;400,00
3127;9342;PNVL3;9342;2018;1.000.375;39.141;;;;;;;;111.616;414,50;309,99
3128;9342;PNVL4;9342;2010;377.105;5.668;16.641;;;;3.252;129.123;17.611;53.616;;
3129;9342;PNVL4;9342;2011;442.155;10.128;26.194;;;;3.702;151.758;18.025;57.245;;
3130;9342;PNVL4;9342;2012;500.816;28.245;0;;;;4.901;151.475;28.186;68.792;;
3131;9342;PNVL4;9342;2013;599.894;7.613;11.279;;;;5.390;160.036;59.879;77.427;;
3132;9342;PNVL4;9342;2014;719.271;7.503;17.263;;;;21.235;184.292;105.141;76.322;;
3133;9342;PNVL4;9342;2015;759.967;9.268;7.734;;;;20.938;209.763;88.512;84.125;;
3134;9342;PNVL4;9342;2016;820.973;22.340;;;;;29.495;250.242;59.334;91.587;;
3135;9342;PNVL4;9342;2017;950.172;58.792;;;;;46.145;262.539;112.226;93.922;;
3136;9342;PNVL4;9342;2018;1.000.375;39.141;;;;;;;;111.616;;
3137;9393;PMAM3;9393;2010;3.728.920;126.828;456.491;;;12.735;507.468;782.451;255.700;24.560;6,80;5,01
3138;9393;PMAM3;9393;2011;3.776.337;104.316;666.215;;;18.094;484.935;1.218.322;212.658;-46.604;5,10;2,95
3139;9393;PMAM3;9393;2012;4.186.697;195.529;419.146;20.121;;2.810;532.535;1.693.749;272.660;-209.832;3,01;4,96
3140;9393;PMAM3;9393;2013;4.434.969;79.517;310.668;64.502;;2.242;519.486;1.569.005;598.613;160.143;4,96;5,21
3141;9393;PMAM3;9393;2014;4.964.224;276.872;699.532;71.473;;2.297;749.123;1.855.951;583.960;126.596;5,25;2,47
3142;9393;PMAM3;9393;2015;5.306.234;253.713;377.065;28.625;;2.754;964.655;2.132.710;986.749;143.393;2,35;2,20
3143;9393;PMAM3;9393;2016;3.544.412;142.824;87.936;6.062;;21.497;1.845.140;153.743;0;-33.496;2,07;1,52
3144;9393;PMAM3;9393;2017;4.211.491;345.551;38.453;14.632;;17.895;120.977;801.203;1.807.001;-341.278;1,51;1,59
3145;9393;PMAM3;9393;2018;4.623.494;216.668;28.791;16.765;;;;;;-65.489;1,61;1,40
3146;94;PATI3;94;2010;278.076;4.944;79.794;;;;61.485;25.597;4.273;21.093;;
3147;94;PATI3;94;2011;294.757;2.649;99.038;;;;51.741;35.545;3.764;8.720;;
3148;94;PATI3;94;2012;345.354;2.460;113.261;;;;77.550;36.347;10.290;15.767;;
3149;94;PATI3;94;2013;582.407;11.693;132.014;;;;91.201;47.213;81.188;68.165;;
3150;94;PATI3;94;2014;635.008;6.908;171.877;;;;111.431;77.434;88.951;23.799;;
3151;94;PATI3;94;2015;643.375;6.710;200.063;;;;91.671;50.457;144.686;22.313;;
3152;94;PATI3;94;2016;753.713;10.544;221.167;;;;126.804;117.982;136.196;28.238;;
3153;94;PATI3;94;2017;780.950;11.137;202.881;;;;62.871;112.833;212.764;38.411;;
3154;94;PATI3;94;2018;895.309;25.682;183.333;;;;;;;70.435;;
3155;94;PATI4;94;2010;278.076;4.944;79.794;;;;61.485;25.597;4.273;21.093;;
3156;94;PATI4;94;2011;294.757;2.649;99.038;;;;51.741;35.545;3.764;8.720;;
3157;94;PATI4;94;2012;345.354;2.460;113.261;;;;77.550;36.347;10.290;15.767;;
3158;94;PATI4;94;2013;582.407;11.693;132.014;;;;91.201;47.213;81.188;68.165;;
3159;94;PATI4;94;2014;635.008;6.908;171.877;;;;111.431;77.434;88.951;23.799;;
3160;94;PATI4;94;2015;643.375;6.710;200.063;;;;91.671;50.457;144.686;22.313;;
3161;94;PATI4;94;2016;753.713;10.544;221.167;;;;126.804;117.982;136.196;28.238;;
3162;94;PATI4;94;2017;780.950;11.137;202.881;;;;62.871;112.833;212.764;38.411;;
3163;94;PATI4;94;2018;895.309;25.682;183.333;;;;;;;70.435;;
3164;9512;PETR3;9512;2010;519.970.003;30.323.259;26.017.297;4.981.553;225.953;4.829.451;15.668.290;17.043.678;102.247.022;45.574.588;41,65;30,55
3165;9512;PETR3;9512;2011;599.149.983;35.747.240;16.808.467;5.472.748;274.363;5.122.163;18.966.329;21.417.528;136.588.365;44.228.720;30,30;23,00
3166;9512;PETR3;9512;2012;677.716.287;27.628.003;21.315.726;69.747;289.284;5.230.502;15.319.805;23.735.510;180.993.544;31.476.031;23,21;19,55
3167;9512;PETR3;9512;2013;752.966.638;37.171.824;9.100.565;30.703;276.514;5.581.232;18.782.899;26.721.401;249.037.996;34.356.460;19,55;15,99
3168;9512;PETR3;9512;2014;793.375.000;44.239.000;24.763.000;6.000;284.000;14.441.000;31.565.000;25.924.000;319.470.000;-21.916.000;15,82;9,59
3169;9512;PETR3;9512;2015;900.135.000;97.845.000;3.047.000;21.000;321.000;14.327.000;57.382.000;24.913.000;435.467.000;-13.188.000;9,00;8,57
3170;9512;PETR3;9512;2016;804.945.000;69.108.000;2.556.000;0;293.000;14.832.000;31.855.000;18.781.000;353.929.000;16.482.000;8,67;16,94
3171;9512;PETR3;9512;2017;831.515.000;74.494.000;6.237.000;0;211.000;17.120.000;23.244.000;19.077.000;338.239.000;37.773.000;16,53;16,91
3172;9512;PETR3;9512;2018;860.473.000;53.854.000;4.198.000;;;205.000;;;;64.876.000;17,33;25,40
3173;9512;PETR4;9512;2010;519.970.003;30.323.259;26.017.297;4.981.553;225.953;4.829.451;15.668.290;17.043.678;102.247.022;45.574.588;37,32;27,29
3174;9512;PETR4;9512;2011;599.149.983;35.747.240;16.808.467;5.472.748;274.363;5.122.163;18.966.329;21.417.528;136.588.365;44.228.720;27,00;21,49
3175;9512;PETR4;9512;2012;677.716.287;27.628.003;21.315.726;69.747;289.284;5.230.502;15.319.805;23.735.510;180.993.544;31.476.031;21,73;19,52
3176;9512;PETR4;9512;2013;752.966.638;37.171.824;9.100.565;30.703;276.514;5.581.232;18.782.899;26.721.401;249.037.996;34.356.460;19,52;17,08
3177;9512;PETR4;9512;2014;793.375.000;44.239.000;24.763.000;6.000;284.000;14.441.000;31.565.000;25.924.000;319.470.000;-21.916.000;16,75;10,02
3178;9512;PETR4;9512;2015;900.135.000;97.845.000;3.047.000;21.000;321.000;14.327.000;57.382.000;24.913.000;435.467.000;-13.188.000;9,36;6,70
3179;9512;PETR4;9512;2016;804.945.000;69.108.000;2.556.000;0;293.000;14.832.000;31.855.000;18.781.000;353.929.000;16.482.000;6,87;14,87
3180;9512;PETR4;9512;2017;831.515.000;74.494.000;6.237.000;0;211.000;17.120.000;23.244.000;19.077.000;338.239.000;37.773.000;14,66;16,10
3181;9512;PETR4;9512;2018;860.473.000;53.854.000;4.198.000;;;205.000;;;;64.876.000;16,55;22,68
3182;9954;RPAD3;9954;2010;2.971.937;1.838;1.675.795;1.058.132;;;;;;-42.965;;
3183;9954;RPAD3;9954;2011;3.225.612;2.417;1.433.359;1.518.375;;;;;;-45.229;5,95;4,96
3184;9954;RPAD3;9954;2012;3.343.524;2.181;1.606.488;1.395.604;;;;;;-51.533;4,96;4,00
3185;9954;RPAD5;9954;2010;2.971.937;1.838;1.675.795;1.058.132;;;;;;-42.965;4,65;5,64
3186;9954;RPAD5;9954;2011;3.225.612;2.417;1.433.359;1.518.375;;;;;;-45.229;5,64;6,00
3187;9954;RPAD5;9954;2012;3.343.524;2.181;1.606.488;1.395.604;;;;;;-51.533;6,00;6,50
3188;9954;RPAD6;9954;2010;2.971.937;1.838;1.675.795;1.058.132;;;;;;-42.965;4,65;4,36
3189;9954;RPAD6;9954;2011;3.225.612;2.417;1.433.359;1.518.375;;;;;;-45.229;4,36;3,43
3190;9954;RPAD6;9954;2012;3.343.524;2.181;1.606.488;1.395.604;;;;;;-51.533;3,42;2,45
3191;9989;RPMG3;9989;2010;569.677;680;;;;;24.138;70.519;59.681;-132.871;0,46;0,65
3192;9989;RPMG3;9989;2011;602.377;856;;;;;23.828;46.745;41.672;14.086;0,66;1,35
3193;9989;RPMG3;9989;2012;319.092;46;;;;;7.302;18.600;29.995;-314.966;1,33;0,26
3194;9989;RPMG3;9989;2013;304.512;11;;;;;19.335;21.934;19.725;-407.080;0,26;0,27
3195;9989;RPMG3;9989;2014;318.362;1.370;;;;;22.646;63.803;19.706;-156.082;0,27;0,26
3196;9989;RPMG3;9989;2015;368.995;726;;;;;26.313;21.595;19.706;-296.513;0,26;0,18
3197;9989;RPMG3;9989;2016;640.725;-3;;;;;19.992;22.816;27.529;-582.692;0,19;7,21
3198;9989;RPMG3;9989;2017;1.176.464;75;;;;;23.224;27.289;18.007;-288.448;7,25;7,90
3199;21725;ADHM3;21725;2011;52.058;41.487;;;;;;74;;28.893;;
3200;21725;ADHM3;21725;2012;41.444;30.351;;;;;;99;;-21.166;;
3201;21725;ADHM3;21725;2013;15.883;8.763;;;;;;480;;-17.819;;
3202;21725;ADHM3;21725;2014;1.845;69;;;;;;235;;-6.648;;
3203;21725;ADHM3;21725;2015;6.681;53;;;;;;275;;-3.286;0,90;0,49
3204;21725;ADHM3;21725;2016;2.750;21;;;;;;756;;-7.530;0,49;0,79
3205;21725;ADHM3;21725;2017;2.409;157;;;;;;1.015;;-4.787;0,79;2,04
3206;21725;ADHM3;21725;2018;421;0;;;;;;820;;-2.719;1,99;1,50
3207;22349;ARZZ3;22349;2010;268.156;8.004;5.000;98;;;27.370;28.744;19.399;92.820;;
3208;22349;ARZZ3;22349;2011;510.628;15.528;158.022;79;;;20.885;37.286;17.774;113.671;;
3209;22349;ARZZ3;22349;2012;636.591;11.518;190.636;20;;;42.843;35.507;51.241;128.205;23,70;39,55
3210;22349;ARZZ3;22349;2013;703.866;13.786;171.905;23;;;59.835;34.859;38.583;148.490;39,55;29,75
3211;22349;ARZZ3;22349;2014;796.509;10.831;189.554;29;;;65.081;70.315;34.329;148.070;30,50;26,96
3212;22349;ARZZ3;22349;2015;853.948;8.822;216.940;919;;14.217;85.336;64.881;37.817;141.288;25,80;21,00
3213;22349;ARZZ3;22349;2016;907.148;5.020;237.824;0;;13.676;78.970;66.445;27.079;151.326;19,75;25,06
3214;22349;ARZZ3;22349;2017;1.049.899;10.156;327.764;0;;11.490;163.729;104.416;18.016;173.633;25,05;54,70
3215;22349;ARZZ3;22349;2018;1.045.032;8.501;227.300;;;;43.978;110.121;67.440;191.279;56,30;55,06
3216;22357;SSBR3;22357;2010;2.335.219;61.566;;557;;10.143;7.171;15.807;194.677;281.968;;
3217;22357;SSBR3;22357;2011;3.271.401;390.918;;2.171;;11.143;17.619;13.512;333.272;450.453;;
3218;22357;SSBR3;22357;2012;4.069.681;681.976;;4.065;;13.656;65.262;31.460;682.118;416.661;25,00;32,25
3219;22357;SSBR3;22357;2013;4.530.037;424.431;;6.124;;23.495;76.071;49.812;828.580;547.842;32,25;18,23
3220;22357;SSBR3;22357;2014;4.742.333;315.936;;9.329;;40.286;88.539;15.953;825.294;422.352;18,10;16,50
3221;22357;SSBR3;22357;2015;4.900.842;265.145;;0;;45.793;139.701;20.596;751.646;335.172;16,60;16,18
3222;22357;SSBR3;22357;2016;4.988.081;256.046;;0;;42.812;144.427;6.149;669.984;386.441;16,20;17,23
3223;22357;SSBR3;22357;2017;5.325.661;448.429;;;;37.492;247.578;3.977;726.799;382.385;17,00;25,35
3224;22357;SSBR3;22357;2018;5.505.253;280.145;;;;;197.999;9.317;567.181;560.294;25,04;25,77
3225;22365;ENAT3;22365;2010;1.054.740;137.225;;;110.571;;76.330;18.999;188.692;35.927;;
3226;22365;ENAT3;22365;2011;2.729.723;1.021.951;130.479;;60.968;;51.992;292.547;51.565;36.857;;
3227;22365;ENAT3;22365;2012;2.434.042;871.322;80.947;;24.231;;0;32.517;0;40.021;;
3228;22365;ENAT3;22365;2013;3.039.321;357.765;647.954;;4.167;;238;160.245;167.666;125.633;;
3229;22365;ENAT3;22365;2014;3.171.062;117.191;1.011.417;;27.916;;387;35.199;250.528;98.836;;
3230;22365;ENAT3;22365;2015;3.430.263;180.672;941.514;157.760;86.787;;12.472;71.663;357.171;-196.510;;
3231;22365;ENAT3;22365;2016;3.563.420;17.738;1.192.297;160.084;125.245;;36.557;69.933;323.184;121.306;;
3232;22365;ENAT3;22365;2017;3.931.342;18.815;1.874.376;156.545;158.270;;36.813;111.646;288.369;342.346;;
3233;22365;ENAT3;22365;2018;3.943.533;60.038;1.870.202;0;;379.808;38.875;75.065;250.950;420.644;;
3234;22454;SHOW3;22454;2010;521.803;127.529;;;;2.846;19.026;36.475;131.250;90.143;;
3235;22454;SHOW3;22454;2011;673.898;277.734;;4.101;;;41.931;45.379;93.750;102.209;;
3236;22454;SHOW3;22454;2012;619.755;163.286;;5.746;;;54.100;60.255;56.250;-4.716;;
3237;22454;SHOW3;22454;2013;678.850;163.937;;6.703;;;48.875;89.206;18.750;-5.554;;
3238;22454;SHOW3;22454;2014;480.382;96.448;;9.215;;;43.474;51.111;243;-61.474;5,43;2,88
3239;22454;SHOW3;22454;2015;836.384;252.232;553;23.560;;;18.764;93.402;41.824;30.403;2,97;3,10
3240;22454;SHOW3;22454;2016;538.390;128.871;14.314;24.780;;;18.462;52.708;25.072;53.285;2,95;5,60
3241;22454;SHOW3;22454;2017;697.484;204.788;0;24.698;;;17.376;69.077;8.333;68.120;5,88;7,35
3242;22454;SHOW3;22454;2018;681.871;201.088;5.000;;10.477;;896;64.575;120.000;32.170;7,36;7,38
3243;22470;MGLU3;22470;2010;3.927.780;328.865;46.732;31.951;;18.714;108.758;1.140.724;666.115;251.433;;
3244;22470;MGLU3;22470;2011;4.877.354;173.117;74.957;43.267;;9.407;129.671;1.267.774;581.664;213.660;;
3245;22470;MGLU3;22470;2012;5.664.755;423.128;175.227;59.255;;1.771;317.198;1.328.155;918.766;148.265;9,30;12,15
3246;22470;MGLU3;22470;2013;4.713.904;280.306;491.288;;;4.683;425.227;1.651.543;895.053;374.966;12,15;7,55
3247;22470;MGLU3;22470;2014;5.290.037;412.170;450.979;;;5.020;591.443;1.789.898;1.120.184;490.928;7,23;7,71
3248;22470;MGLU3;22470;2015;5.501.981;617.465;497.623;46.728;;2.595;568.350;1.894.157;1.254.960;338.926;7,45;17,65
3249;22470;MGLU3;22470;2016;6.100.606;599.141;818.984;171;;3.570;838.016;2.364.959;1.010.760;580.945;17,95;106,17
3250;22470;MGLU3;22470;2017;7.419.513;412.707;1.259.553;0;;4.741;434.294;2.919.541;437.204;887.694;101,71;80,22
3251;22470;MGLU3;22470;2018;8.796.741;599.087;409.111;214;;;130.743;4.105.244;325.224;1.081.551;79,30;181,07
3252;22497;QUAL3;22497;2010;2.453.131;139.094;6.521;;;421;56.719;950;354.074;4.475;;
3253;22497;QUAL3;22497;2011;2.855.306;369.668;12.233;;;946;75.622;86.595;295.574;11.331;;
3254;22497;QUAL3;22497;2012;3.095.251;123.957;19.144;;;3.712;88.222;117.952;216.949;79.179;17,20;21,21
3255;22497;QUAL3;22497;2013;3.242.027;327.368;28.685;;;0;106.563;158.630;118.780;231.361;21,21;22,50
3256;22497;QUAL3;22497;2014;3.785.214;538.547;35.342;;;0;33.093;236.275;517.996;406.365;22,79;27,80
3257;22497;QUAL3;22497;2015;3.434.432;285.790;121.001;;;;28.688;221.215;518.972;421.947;26,75;14,13
3258;22497;QUAL3;22497;2016;3.589.787;125.361;370.890;;;;11.145;217.444;606.360;493.617;13,75;19,25
3259;22497;QUAL3;22497;2017;3.531.358;146.733;421.044;;;;5.009;204.306;608.781;608.477;18,82;31,00
3260;22497;QUAL3;22497;2018;3.549.313;137.446;352.091;;;;615.726;282.517;0;656.153;30,76;12,89
3261;22500;BPHA3;22500;2010;294.193;18.760;;;;;64.876;58.598;11.224;-25.754;;
3262;22500;BPHA3;22500;2011;1.049.250;263.555;;;;;22.367;123.972;42.007;23.275;;
3263;22500;BPHA3;22500;2012;2.903.094;368.751;;;;;88.466;334.659;342.225;76.123;;
3264;22500;BPHA3;22500;2013;3.129.138;405.914;;;;;139.756;546.413;619.543;-54.260;;
3265;22500;BPHA3;22500;2014;2.607.516;36.065;;;;;550.526;419.988;104.589;-525.994;6,58;2,59
3266;22500;BPHA3;22500;2015;2.333.307;19.811;;;;;872.682;539.545;18.463;-507.290;2,44;4,95
3267;22500;BPHA3;22500;2016;1.458.384;39.791;26.684;;;;626.765;271.066;8.373;-498.454;4,68;4,48
3268;22500;BPHA3;22500;2017;144.941;3.362;0;;;;1.015.916;190.758;0;-1.500.156;4,60;3,64
3269;22500;BPHA3;22500;2018;72.150;438;714;;;;15.370;42.717;48.825;-28.846;3,75;1,50
3270;22519;TECN3;22519;2010;332.499;4.065;0;2.094;;1.602;6.072;3.468;86.770;54.923;;
