;1;1.01;1.01.01;1.01.01.01;1.01.01.02;1.01.01.03;1.01.01.04;1.01.01.05;1.01.02;1.01.02.01;1.01.02.01.01;1.01.02.01.02;1.01.02.01.03;1.01.02.01.04;1.01.02.01.05;1.01.02.01.06;1.01.02.01.07;1.01.02.01.08;1.01.02.01.09;1.01.02.02;1.01.02.02.01;1.01.02.02.02;1.01.02.03;1.01.02.03.01;1.01.03;1.01.03.01;1.01.03.01.01;1.01.03.01.02;1.01.03.01.03;1.01.03.01.04;1.01.03.01.05;1.01.03.01.06;1.01.03.01.07;1.01.03.01.08;1.01.03.01.09;1.01.03.02;1.01.03.02.01;1.01.03.02.02;1.01.03.02.03;1.01.03.02.04;1.01.03.02.05;1.01.03.02.06;1.01.03.02.07;1.01.03.02.08;1.01.03.02.09;1.01.03.02.10;1.01.03.02.15;1.01.03.02.20;1.01.03.03;1.01.03.04;1.01.04;1.01.04.01;1.01.04.02;1.01.04.03;1.01.04.04;1.01.04.05;1.01.04.06;1.01.04.07;1.01.04.08;1.01.04.09;1.01.04.10;1.01.04.11;1.01.04.19;1.01.04.20;1.01.05;1.01.06;1.01.06.01;1.01.06.01.01;1.01.06.01.02;1.01.06.01.03;1.01.06.01.04;1.01.06.01.05;1.01.06.01.06;1.01.07;1.01.07.01;1.01.07.02;1.01.07.03;1.01.07.20;1.01.08;1.01.08.01;1.01.08.01.01;1.01.08.01.02;1.01.08.01.03;1.01.08.01.04;1.01.08.01.05;1.01.08.01.06;1.01.08.01.07;1.01.08.01.08;1.01.08.01.20;1.01.08.02;1.01.08.02.01;1.01.08.02.02;1.01.08.03;1.01.08.03.01;1.01.08.03.02;1.01.08.03.03;1.01.08.03.04;1.01.08.03.05;1.01.08.03.06;1.01.08.03.07;1.01.08.03.08;1.01.08.03.09;1.01.08.03.10;1.01.08.03.11;1.01.08.03.16;1.01.08.03.17;1.01.08.03.18;1.01.08.03.19;1.01.08.03.20;1.01.08.04;1.01.09;1.01.09.01;1.01.09.01.01;1.01.09.01.02;1.01.09.01.03;1.01.09.02;1.01.09.03;1.01.09.03.01;1.01.09.03.02;1.01.09.03.03;1.01.09.03.04;1.01.09.03.05;1.01.09.03.06;1.02;1.02.01;1.02.01.01;1.02.01.01.01;1.02.01.01.02;1.02.01.01.03;1.02.01.01.04;1.02.01.01.05;1.02.01.01.06;1.02.01.01.07;1.02.01.01.08;1.02.01.01.09;1.02.01.01.10;1.02.01.02;1.02.01.02.01;1.02.01.02.02;1.02.01.02.03;1.02.01.02.04;1.02.01.03;1.02.01.03.01;1.02.01.03.02;1.02.01.03.03;1.02.01.04;1.02.01.04.01;1.02.01.04.02;1.02.01.04.03;1.02.01.04.04;1.02.01.04.05;1.02.01.04.06;1.02.01.05;1.02.01.05.01;1.02.01.05.02;1.02.01.06;1.02.01.06.01;1.02.01.06.02;1.02.01.06.03;1.02.01.06.04;1.02.01.07;1.02.01.07.01;1.02.01.07.02;1.02.01.07.03;1.02.01.07.04;1.02.01.08;1.02.01.08.01;1.02.01.08.03;1.02.01.08.04;1.02.01.09;1.02.01.09.01;1.02.01.09.02;1.02.01.09.03;1.02.01.09.04;1.02.01.09.05;1.02.01.09.06;1.02.01.09.07;1.02.01.09.08;1.02.01.09.09;1.02.01.09.10;1.02.01.09.11;1.02.01.09.12;1.02.01.09.13;1.02.01.09.14;1.02.01.09.15;1.02.01.09.16;1.02.01.09.17;1.02.01.09.20;1.02.01.10;1.02.01.10.01;1.02.01.10.02;1.02.01.10.03;1.02.01.10.04;1.02.01.10.05;1.02.01.10.06;1.02.01.10.07;1.02.01.10.08;1.02.01.10.09;1.02.01.10.10;1.02.01.10.11;1.02.01.10.12;1.02.01.10.13;1.02.01.10.14;1.02.01.10.15;1.02.01.10.16;1.02.01.10.17;1.02.01.10.18;1.02.01.10.19;1.02.01.10.20;1.02.01.11;1.02.01.11.01;1.02.01.11.02;1.02.01.11.03;1.02.02;1.02.02.01;1.02.02.01.01;1.02.02.01.02;1.02.02.01.04;1.02.02.01.05;1.02.02.01.06;1.02.02.01.07;1.02.02.02;1.02.02.02.01;1.02.02.02.02;1.02.02.02.03;1.02.02.02.04;1.02.02.02.05;1.02.02.02.06;1.02.02.02.15;1.02.03;1.02.03.01;1.02.03.01.01;1.02.03.01.02;1.02.03.01.03;1.02.03.01.04;1.02.03.01.05;1.02.03.01.06;1.02.03.01.07;1.02.03.01.08;1.02.03.01.09;1.02.03.01.10;1.02.03.01.11;1.02.03.01.12;1.02.03.01.13;1.02.03.01.14;1.02.03.01.19;1.02.03.01.20;1.02.03.02;1.02.03.02.01;1.02.03.03;1.02.03.03.01;1.02.03.03.02;1.02.03.03.03;1.02.03.03.04;1.02.03.04;1.02.03.05;1.02.03.06;1.02.03.07;1.02.03.08;1.02.04;1.02.04.01;1.02.04.01.01;1.02.04.01.02;1.02.04.01.03;1.02.04.01.04;1.02.04.01.05;1.02.04.01.06;1.02.04.01.07;1.02.04.01.08;1.02.04.01.09;1.02.04.01.10;1.02.04.01.11;1.02.04.01.12;1.02.04.01.19;1.02.04.01.20;1.02.04.02;1.02.04.02.01;1.02.04.02.02;1.02.04.02.03;1.02.04.02.04;1.02.04.02.05;1.02.04.02.06;1.02.04.02.07;1.02.04.02.08;1.02.04.02.09;1.02.04.02.10;1.03;1.03.01;1.03.02;1.03.03;1.03.04;1.03.05;1.03.06;1.04;1.04.01;1.04.02;1.04.03;1.04.04;1.04.05;1.05;1.05.01;1.05.02;1.05.03;1.05.03.01;1.05.03.02;1.05.03.03;1.05.03.04;1.05.03.05;1.05.04;1.06;1.06.01;1.06.01.01;1.06.02;1.06.02.01;1.07;1.07.01;1.07.02;1.07.03;1.07.04;1.07.05;1.07.06;1.08;1.08.01;1.08.01.01;1.08.01.02;1.08.02;ano;cvm;empresa_descr
valores;463.362;166.067;6.600;7;6.593;;;;39;39;;;39;;;;;;;;;;;;35.023;35.023;33.723;2.207;-907;;;;;;;;;;;;;;;;;;;;;;118.796;39.043;43.655;18.007;1.116;16.975;;;;;;;;;;3.650;3.650;3.650;;;;;;;;;;;1.959;;;;;;;;;;;;;;1.959;1.959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297.295;35.532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.591;31.591;;;;3.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;259.417;259.417;4.426;108.522;293.870;171.984;6.522;25.982;-351.889;;;;;;;;;;;;;;;;;;;;;;2.346;2.346;;4.266;-1.920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11398;CRISTAL
valores;9.698.663;3.606.270;3.113.487;;;;;;475.385;;;;;;;;;;;;;;;;17.398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.825.140;383.227;308.454;;;;;;;;;;;74.726;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.441.913;1.441.913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.437.986;;;;;;;140.681;140.681;;;;;604.127;13.180;;590.947;1.378;13.012;576.557;;;;;;;;;79.519;79.519;;;;;;4.940;4.940;;;;2010;1155;BANESTES
valores;1.009.445;666.925;24.914;;;;;;570.870;570.870;570.870;;;;;;;;;;;;;;38.559;38.559;;;;;;;;;;0;0;;;;;;;;;;;;;;7.825;;;;;;;;;;;;;;;21.192;21.192;;;;;;;;;;;;3.565;;;;;;;;;;;0;;;3.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342.520;100.404;0;0;;;;;;;;;;;;;;;143;143;;;5.370;;;;;;;;;;11.577;11.577;;;;;;;;;0;;0;;83.314;;;80.362;2.159;793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;;;;;;240.862;240.862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.254;1.254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11592;UNIPAR
valores;1.612.649;941.499;50.986;;;;;;1.522;1.132;;1.132;;;;;;;;390;390;;;;541.116;541.116;;;;;;;;;;;;;;;;;;;;;;;;;224.414;;;;;;;;;;;;;;;34.416;34.416;;;;;;;66.733;;;;;22.312;;;;;;;;;;;;;;22.312;;22.312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;671.150;69.574;;;;;;;;;;;;815;815;;;;;;;;;;;;;;;;;;27.970;27.970;;;;1.167;;;;;12.920;;;12.920;26.702;2.006;;17.552;4.604;2.540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.701;22.669;22.355;;314;;;;4.032;;;;;;;;334.640;305.014;;;;;;;;;;;;;;;;;;;29.626;;;;;;;;;;240.235;40.387;;40.387;;;;;;;;;;;;;199.848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11762;VULCABRAS
valores;2.084.398;941.424;57.639;;;;;;265.481;265.481;;;;;;;;;;;;;;;252.661;252.661;;;;;;;;;;;;;;;;;;;;;;;;;321.035;;;;;;;;;;;;;;;26.479;26.479;;;;;;;779;;;;;17.350;;;;;;;;;;;;;;17.350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.142.974;167.980;;;;;;;;;;;;;;;;;331;331;;;;;;;;;;;;;91.933;91.933;;;;;;;;;;;;;75.716;;;47.137;23.956;4.623;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;233;;;233;;;;;;;;;;;;948.178;948.178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.583;26.583;3.987;21.406;1.190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11932;IOCHP-MAXION
valores;153.548;106.739;10.748;1.117;9.631;;;;;;;;;;;;;;;;;;;;83.923;78.781;7.287;71.494;;;;;;;;5.142;5.142;;;;;;;;;;;;;;11.540;2.699;209;8.632;;;;;;;;;;;;;;;;;;;;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.809;8.913;;;;;;;;;;;;;;;;;6.714;3.402;3.312;;;;;;;;;;;;2.199;2.199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;10;;2;;;;;;;;;;;;37.364;37.364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11975;AZEVEDO
valores;194.929;64.045;5.917;;;;;;3.337;;;;;;;;;;;;;;;;31.326;31.326;;;;;;;;;;;;;;;;;;;;;;;;;14.138;7.091;2.191;4.856;;;;;;;;;;;;5.430;5.430;;;;;;;49;;;;;3.848;;;;;;;;;;;;;;3.848;2.434;1.414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130.884;11.195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.584;4.584;;;;;;;;;;;;;6.611;;;2.929;3.318;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.934;86;;;86;;;;16.848;16.848;;;;;;;101.794;101.794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;961;961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;11991;WETZEL SA
valores;32.688.391;4.790.260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.642.402;3.785.266;2.072.460;;;;;;;;;;;1.712.806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.857.136;4.857.136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.850.019;2.197.091;13.963.359;0;1.689.569;;;528.847;528.847;;;;;500.783;9.707;;491.076;;;;;;;7.660;;;;;196.214;196.214;;;;;;172.206;172.206;;;;2010;1210;BANRISUL
valores;670.856;246.492;49.527;3.667;45.860;;;;16.911;16.911;;;16.911;;;;;;;;;;;;103.715;101.547;106.609;-5.062;;;;;;;;2.168;2.168;;;;;;;;;;;;;;64.488;64.488;;;;;;;;;;;;;;10.539;10.539;10.539;;;;;;1.312;1.312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424.364;104.250;;;;;;;;;;;;;;;;;13.175;0;13.175;;41.811;;;;;;;;;;46.502;46.502;;;;;;;;;;;;;2.762;;;2.762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309.427;309.427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.687;10.687;;10.687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12190;BOMBRIL
valores;1.081.082;774.098;9.790;;;;;;255.109;255.109;;;;;;;;;;;;;;;222.102;210.426;;;;;;;;;;11.676;;;;;;;;;;;;;;;219.360;;;;;;;;;;;;;;;67.737;67.737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306.984;190.032;;;;;;;;;;;;;;;;;71.432;6.318;65.114;;;;;;;;;;;;62.270;62.270;;;;;;;;;;;;;56.330;;;23.880;14.662;17.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426;426;;;426;;;;;;;;;;;;89.468;89.468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12530;ITAUTEC
valores;91.447;34.354;2.595;;;;;;511;;;;;;;;;;;;;;;;7.567;5.757;;;;;;;;;;1.810;;;;;;;;;;;;;;;18.465;;;;;;;;;;;;;;;2.807;2.807;;;;;;;;;;;;2.409;;;;;;;;;;;;;;2.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.093;20.942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.942;17.358;2.369;1.215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210;210;;;210;;;;;;;;;;;;35.721;35.721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12572;RECRUSUL
valores;12.261.243;4.127.147;2.531.105;;;;;;198.222;198.222;;198.222;;;;;;;;;;;;;753.961;753.961;784.725;-30.764;;;;;;;;;;;;;;;;;;;;;;;460.128;;;;;;;;;;;;;;;131.102;131.102;;;;;;;27.498;14.256;13.242;;;25.131;;;;;;;;;;;;;;25.131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.134.096;3.110.876;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.762.879;;;;;;;;;;;;;1.220;;;1.220;346.777;;;131.621;90.698;124.458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.542;11.542;;;11.542;;;;;;;;;;;;5.004.023;4.825.971;;;;;;;;;;;;;;;;;;;178.052;;;;;;;;;;7.655;7.655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12653;KLABIN SA
valores;317.926;164.799;1.229;;;;;;;;;;;;;;;;;;;;;;74.474;74.474;73.315;2.123;-964;;;;;;;;;;;;;;;;;;;;;;66.323;36.214;6.210;23.899;;;;;;;;;;;;4.574;4.574;;;;;;;631;;;;;17.568;;;;;;;;;;;;;;17.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153.127;20.691;;;;;;;;;;;;;;;;;970;970;;;;;;;;;;;;;14.600;14.600;;;;;;;;;;;;;5.121;;;5.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198;198;;;198;;;;;;;;;;;;131.041;125.091;299.680;-174.589;;;;;;;;;;;;;;;;;5.950;;;;;;;;;;1.197;1.197;;5.591;-4.394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12696;SANSUY
valores;224.880;91.131;632;;;;;;35.106;35.106;;;;;;;;;;;;;;;6.106;6.106;;;;;;;;;;;;;;;;;;;;;;;;;44.352;34.993;1.414;244;7.701;;;;;;;;;;;;;;;;;;;;;;;;4.935;;;;;;;;;;;;;;4.935;;841;661;10;3.423;;;;;;;;;;;;;;;;;;;;;;;;;;133.749;20.788;;;;;;;;;;;;;;;;;20.788;;20.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.455;2.455;;;2.455;;;;;;;;;;;;108.612;106.172;23.986;13.622;10.058;47.603;832;10.071;;;;;;;;;;;;;2.440;;;;;;;;;;1.894;1.894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;12823;ALIPERTI
valores;11.043.676;3.037.861;2.740.670;;;;;;206.385;;;;;;;;;;;;;;;;87.014;;;;;;;;;;;;;;;;;;;;;;;;;;3.792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328.498;325.085;92.355;;;;;;;;;;;232.096;;;;;634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.413;3.413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.682.015;6.592.637;-193.285;26.122;256.541;;;177.889;177.889;;;;;698.897;10.285;;688.612;297.274;391.338;;;;;;;;;;85.911;85.911;;;;;;32.605;32.605;;;;2010;1325;MERC BRASIL
valores;993.309;461.387;1.412;;;;;;148.203;148.203;;148.203;;;;;;;;;;;;;158.144;100.297;;;;;;;;;;57.847;57.847;;;;;;;;;;;;;;90.097;;;;;;;;;;;;;;;47.931;47.931;;;;;;;7.979;;;;;7.621;;;;;;;;;;;;;;7.621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;531.922;14.516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;687;687;;;;;;;;;10.856;;;10.856;2.973;;;101;994;1.878;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.583;3.583;;;3.583;;;;;;;;;;;;511.589;493.857;;;;;;;;;;;;;;;;;;;17.732;;;;;;;;;;2.234;2.234;;181;1.467;586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13285;JOSAPAR
valores;906.111;322.121;2.143;;;;;;;;;;;;;;;;;;;;;;155.161;150.886;;;;;;;;;;4.275;3.502;773;;;;;;;;;;;;;138.966;;;;;;;;;;;;;;;25.851;25.851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583.990;107.401;;;;;;;;;;;;;;;;;5.537;;5.537;;;;;;;;;;;;55.950;55.950;;;;0;;;;;0;0;;;45.914;;;7.443;2.462;13.501;22.508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;;;;;;;;;476.589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13471;PLASCAR PART
valores;207.140;34.858;859;;;;;;;;;;;;;;;;;;;;;;7.323;7.102;;;;;;;;;;221;;;;;;;;;;;;;;;7.935;7.218;717;;;;;;;;;;;;;16.143;16.143;;;;;;;0;;;;;2.598;;;;;;;;;;;;;;2.598;2.598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172.282;42.390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.584;;;5.584;36.806;;;35.226;970;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129.679;129.679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;213;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13765;MINUPAR
valores;567.422;214.527;12.802;;;;;;1.120;;;;;;;;;;;1.120;1.120;;;;101.491;101.491;;;;;;;;;;;;;;;;;;;;;;;;;93.745;;;;;;;;;;;;;;;2.154;2.154;215;1.939;;;;;193;;;;;3.022;;;;;;;;;;;;;;3.022;;;747;2.275;;;;;;;;;;;;;;;;;;;;;;;;;;;352.895;172.899;;;;;;;;;;;;;;;;;357;357;;;;;;;;;;;;;29.309;29.309;;;;;;;;;94.667;;;94.667;48.566;;;8.043;26.131;1.455;10.590;1.764;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226;226;;;226;;;;;;;;;;;;178.226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13773;PORTOBELLO
valores;1.592.521;414.632;149.136;;;;;;171.501;171.501;171.501;;;;;;;;;;;;;;93.995;36.894;3.111;33.783;;;;;;;;57.101;19.480;33.917;3.704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.177.889;10.522;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10.522;;;0;0;10.522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.160.105;;;;;;;;1.160.105;;;;;;;;6.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13781;SAO CARLOS
valores;9.337.766;8.931;8.931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.187.211;3.429.452;;;;;;;;;;;;3.409.275;;;;;20.177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.759;757.759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.929.956;987.240;3.942.716;;;;;82.726;82.726;;;;;124.818;1.967;;122.851;;;;;;;;;;;;3.932;3.932;;;;;;192;192;;;;2010;1384;ALFA INVEST
valores;18.913.509;5.423.823;3.735.438;;;;;;;;;;;;;;;;;;;;;;792.057;792.057;;;;;;;;;;;;;;;;;;;;;;;;;658.821;;;;;;;;;;;;;;;171.748;171.748;;;;;;;5.777;;;;;59.982;;;;;;;;;;;;;;59.982;15.754;21.156;6.279;10.230;6.563;;;;;;;;;;;;;;;;;;;;;;;;;;13.489.686;2.381.282;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.811.094;;;26.946;26.946;;;;;;;;;;;;;543.242;;;11.518;96.110;257.828;86.896;50.233;40.657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.938.493;10.770.834;;;;;;;;;;;;;;;;;49.797;;117.862;;;;;;;;;;169.911;;;;;;;;;;;;;;;;169.911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;13986;SUZANO S.A
valores;3.711.245;2.342.236;1.049.483;;;;;;224.023;;;;;;;;;;;224.023;224.023;;;;528.716;528.716;;;;;;;;;;;;;;;;;;;;;;;;;380.689;;;;;;;;;;;;;;;94.444;94.444;;;;;;;2.546;;;;;62.335;;;;;;;;;;;;;;62.335;414;50.057;11.864;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.369.009;150.544;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.572;;;70.044;70.044;;;;;;;;;;;;;73.928;;;21.739;19.211;9.659;23.319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.757;59.757;;;59.757;;;;;;;;;;;;1.093.649;1.010.311;;;;;;;;;;;;;;;;;3.794;;79.544;;;;;;;;;;65.059;65.059;65.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;14109;RANDON PART
valores;30.723;22.155;1.182;;;;;;91;91;;91;;;;;;;;;;;;;8.167;8.167;22.123;-1.642;-9.341;-689;-1.855;-429;;;;;;;;;;;;;;;;;;;8.657;2.509;3.112;2.186;0;-172;-408;-18;1.587;-139;;;;;;729;729;;;;;;;897;;;;;2.432;;;;;;;;;;;;;;2.432;0;1.364;1.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.568;2.711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.711;;;2.261;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;876;876;876;;0;;;;;;;;;;;;4.205;4.205;5.309;870;183;3.791;1.734;1.502;290;1.052;-10.526;;;;;;;;;;;;;;;;;;;;776;776;;93;2.229;-1.546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;14133;TECTOY
valores;7.796.225;89.521;89.521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.550.206;2.115.404;1.554;;;;;;;;;;;1.429.835;;;;;684.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;434.802;434.802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.715.035;;;;;;;170.758;170.758;;;;;1.206.787;5.980;;1.200.807;1.200.807;;;;;;323;;;;;42.690;42.690;;;;;;20.905;;;;;2010;14206;BRB BANCO
