;1;1.01;1.01.01;1.01.01.01;1.01.01.02;1.01.01.03;1.01.01.04;1.01.01.05;1.01.02;1.01.02.01;1.01.02.01.01;1.01.02.01.02;1.01.02.01.03;1.01.02.01.04;1.01.02.01.05;1.01.02.01.06;1.01.02.01.07;1.01.02.01.08;1.01.02.01.09;1.01.02.02;1.01.02.02.01;1.01.02.02.02;1.01.02.03;1.01.02.03.01;1.01.03;1.01.03.01;1.01.03.01.01;1.01.03.01.02;1.01.03.01.03;1.01.03.01.04;1.01.03.01.05;1.01.03.01.06;1.01.03.01.07;1.01.03.01.08;1.01.03.01.09;1.01.03.02;1.01.03.02.01;1.01.03.02.02;1.01.03.02.03;1.01.03.02.04;1.01.03.02.05;1.01.03.02.06;1.01.03.02.07;1.01.03.02.08;1.01.03.02.09;1.01.03.02.10;1.01.03.02.15;1.01.03.02.20;1.01.03.03;1.01.03.04;1.01.04;1.01.04.01;1.01.04.02;1.01.04.03;1.01.04.04;1.01.04.05;1.01.04.06;1.01.04.07;1.01.04.08;1.01.04.09;1.01.04.10;1.01.04.11;1.01.04.19;1.01.04.20;1.01.05;1.01.06;1.01.06.01;1.01.06.01.01;1.01.06.01.02;1.01.06.01.03;1.01.06.01.04;1.01.06.01.05;1.01.06.01.06;1.01.07;1.01.07.01;1.01.07.02;1.01.07.03;1.01.07.20;1.01.08;1.01.08.01;1.01.08.01.01;1.01.08.01.02;1.01.08.01.03;1.01.08.01.04;1.01.08.01.05;1.01.08.01.06;1.01.08.01.07;1.01.08.01.08;1.01.08.01.20;1.01.08.02;1.01.08.02.01;1.01.08.02.02;1.01.08.03;1.01.08.03.01;1.01.08.03.02;1.01.08.03.03;1.01.08.03.04;1.01.08.03.05;1.01.08.03.06;1.01.08.03.07;1.01.08.03.08;1.01.08.03.09;1.01.08.03.10;1.01.08.03.11;1.01.08.03.16;1.01.08.03.17;1.01.08.03.18;1.01.08.03.19;1.01.08.03.20;1.01.08.04;1.01.09;1.01.09.01;1.01.09.01.01;1.01.09.01.02;1.01.09.01.03;1.01.09.02;1.01.09.03;1.01.09.03.01;1.01.09.03.02;1.01.09.03.03;1.01.09.03.04;1.01.09.03.05;1.01.09.03.06;1.02;1.02.01;1.02.01.01;1.02.01.01.01;1.02.01.01.02;1.02.01.01.03;1.02.01.01.04;1.02.01.01.05;1.02.01.01.06;1.02.01.01.07;1.02.01.01.08;1.02.01.01.09;1.02.01.01.10;1.02.01.02;1.02.01.02.01;1.02.01.02.02;1.02.01.02.03;1.02.01.02.04;1.02.01.03;1.02.01.03.01;1.02.01.03.02;1.02.01.03.03;1.02.01.04;1.02.01.04.01;1.02.01.04.02;1.02.01.04.03;1.02.01.04.04;1.02.01.04.05;1.02.01.04.06;1.02.01.05;1.02.01.05.01;1.02.01.05.02;1.02.01.06;1.02.01.06.01;1.02.01.06.02;1.02.01.06.03;1.02.01.06.04;1.02.01.07;1.02.01.07.01;1.02.01.07.02;1.02.01.07.03;1.02.01.07.04;1.02.01.08;1.02.01.08.01;1.02.01.08.03;1.02.01.08.04;1.02.01.09;1.02.01.09.01;1.02.01.09.02;1.02.01.09.03;1.02.01.09.04;1.02.01.09.05;1.02.01.09.06;1.02.01.09.07;1.02.01.09.08;1.02.01.09.09;1.02.01.09.10;1.02.01.09.11;1.02.01.09.12;1.02.01.09.13;1.02.01.09.14;1.02.01.09.15;1.02.01.09.16;1.02.01.09.17;1.02.01.09.20;1.02.01.10;1.02.01.10.01;1.02.01.10.02;1.02.01.10.03;1.02.01.10.04;1.02.01.10.05;1.02.01.10.06;1.02.01.10.07;1.02.01.10.08;1.02.01.10.09;1.02.01.10.10;1.02.01.10.11;1.02.01.10.12;1.02.01.10.13;1.02.01.10.14;1.02.01.10.15;1.02.01.10.16;1.02.01.10.17;1.02.01.10.18;1.02.01.10.19;1.02.01.10.20;1.02.01.11;1.02.01.11.01;1.02.01.11.02;1.02.01.11.03;1.02.02;1.02.02.01;1.02.02.01.01;1.02.02.01.02;1.02.02.01.04;1.02.02.01.05;1.02.02.01.06;1.02.02.01.07;1.02.02.02;1.02.02.02.01;1.02.02.02.02;1.02.02.02.03;1.02.02.02.04;1.02.02.02.05;1.02.02.02.06;1.02.02.02.15;1.02.03;1.02.03.01;1.02.03.01.01;1.02.03.01.02;1.02.03.01.03;1.02.03.01.04;1.02.03.01.05;1.02.03.01.06;1.02.03.01.07;1.02.03.01.08;1.02.03.01.09;1.02.03.01.10;1.02.03.01.11;1.02.03.01.12;1.02.03.01.13;1.02.03.01.14;1.02.03.01.19;1.02.03.01.20;1.02.03.02;1.02.03.02.01;1.02.03.03;1.02.03.03.01;1.02.03.03.02;1.02.03.03.03;1.02.03.03.04;1.02.03.04;1.02.03.05;1.02.03.06;1.02.03.07;1.02.03.08;1.02.04;1.02.04.01;1.02.04.01.01;1.02.04.01.02;1.02.04.01.03;1.02.04.01.04;1.02.04.01.05;1.02.04.01.06;1.02.04.01.07;1.02.04.01.08;1.02.04.01.09;1.02.04.01.10;1.02.04.01.11;1.02.04.01.12;1.02.04.01.19;1.02.04.01.20;1.02.04.02;1.02.04.02.01;1.02.04.02.02;1.02.04.02.03;1.02.04.02.04;1.02.04.02.05;1.02.04.02.06;1.02.04.02.07;1.02.04.02.08;1.02.04.02.09;1.02.04.02.10;1.03;1.03.01;1.03.02;1.03.03;1.03.04;1.03.05;1.03.06;1.04;1.04.01;1.04.02;1.04.03;1.04.04;1.04.05;1.05;1.05.01;1.05.02;1.05.03;1.05.03.01;1.05.03.02;1.05.03.03;1.05.03.04;1.05.03.05;1.05.04;1.06;1.06.01;1.06.01.01;1.06.02;1.06.02.01;1.07;1.07.01;1.07.02;1.07.03;1.07.04;1.07.05;1.07.06;1.08;1.08.01;1.08.01.01;1.08.01.02;1.08.02;ano;cvm;empresa_descr
valores;16.798.855;9.734.097;1.309.457;149.029;1.160.428;;;;43.891;43.891;43.891;;;;;;;;;;;;;;5.460.048;5.460.048;;;;;;;;;;;;;;;;;;;;;;;;;2.486.329;2.486.329;;;;;;;;;;;;;;105.842;105.842;;;;;;;29.328;29.328;;;;299.202;;;;;;;;;;;;;;299.202;;0;;0;;54.410;226.951;;;17.841;;;;;;;;;;;;;;;;;;;;;7.064.758;5.509.380;0;;0;0;;;;;;;;;;;;;2.840.197;2.840.197;;;2.370.859;2.370.859;;;;;;;;;0;0;;;;0;0;;;;0;;0;;298.324;;;184.450;0;;0;76.162;6.066;24.030;7.616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;890.227;427.653;427.653;;;;;;462.574;;;;;;;;67.877;67.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;597.274;597.274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20478;PDG REALT
valores;4.618.823;1.293.900;278.236;;;;;;778.909;;;;;;;;;;;;;;;;193.428;97.789;;;;;;;;;;95.639;;;;;;;;;;;;;;;3.902;;;;;;;;;;;;;;;33.724;33.724;;;;;;;627;;;;;5.074;;;;;;;;;;;;;;5.074;66;2.346;2.662;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.324.923;195.231;;;;;;;;;;;;;;;;;28.986;15.477;13.509;;;;;;;;;;;;20.572;20.572;;;;;;;;;107.433;;0;107.433;38.240;;;0;3.331;19.274;;15.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.001.086;228.226;;;228.226;;;;2.772.860;;;;;;;;19.846;19.846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.760;108.760;;88.169;20.591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20494;IGUATEMI
valores;4.804.693;3.443.310;48.153;;;;;;717.394;717.394;;;;;;;;;;;;;;;1.880.015;1.880.015;;;;;;;;;;0;0;;;;;;;;;;;;;;707.074;;;;;;;;;;;;;;;7.015;7.015;;;;;;;;;;;;83.659;;;;;;;;;;;;;;83.659;;83.659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.361.383;1.301.704;;;;;;;;;;;;;;;;;395.553;395.553;;;819.565;;;;;;;;;;;;;;;;;;;;612;;;;85.974;;;0;5.185;80.789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.746;;;;;;;;19.746;;19.746;;;;;;31.269;31.269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.664;8.664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20524;EVEN
valores;453.052.695;51.714.210;51.714.210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.804.165;77.804.165;30.218.787;;;;;;;;;;;46.287.082;;;;;1.298.296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258.777.511;46.043.184;212.734.327;0;;;;22.060.488;19.197.699;2.862.789;;;;5.682.215;274.730;;5.407.485;322.817;5.084.668;;;;;1.063.803;1.063.803;;;;6.885.927;6.885.927;;;;;;29.064.376;1.846.811;1.846.811;;27.217.565;2013;20532;SANTANDER BR
valores;9.495.236;1.040.470;731.055;;;;;;24.806;23.854;;;23.854;;;;;;;952;952;;;;209.109;209.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.177;48.177;;;;;;;12.502;0;12.502;;;14.821;;;;;;;;;;;;;;14.821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.454.766;276.727;133.891;;;133.891;;;;;;;;;;;;;;;;;;;;;;;;;;;20.004;20.004;;;;;;;;;6.862;;;6.862;115.970;;;87.873;1.751;26.346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.300.413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.877.626;2.877.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20540;CPFL RENOVAV
valores;10.383.349;738.652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.515.196;2.515.196;1.817.199;;;;;;;;;;;697.997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.263.018;;;;;;;84.139;84.139;;;;;678.553;162.764;;515.789;;;;;;;76.509;;;;;25.619;25.619;;;;;;1.663;1.663;;;;2013;20567;PINE
valores;68.670.221;28.913.483;4.713.369;;;;;;4.299.778;4.299.778;;;;;;;;;;;;;;;8.919.926;8.919.926;9.130.369;-210.443;;;;;;;;;;;;;;;;;;;;;;;6.904.616;;;;;;;;;;;;;;1.419.343;2.003.256;2.003.256;;;;;;;152.425;;;;;500.770;;;;;;;;;;;;;;500.770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.756.738;3.562.888;;;;;;;;;;;;;;;;;;;;;;;;;;;;496.903;;;;;;;;;;;;;733.958;;733.958;;2.332.027;;;1.182.302;1.149.725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;277.571;;;;;;;;;;;;;;;;20.940.616;19.509.842;19.509.842;;;;;;;;;;;;;;;;;;1.430.774;;;;;;;;;;14.975.663;14.975.663;;12.702.971;1.553.916;34.672;74.844;603.152;6.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20575;JBS
valores;5.301.466;1.726.986;529.880;529.880;;;;;81.016;81.016;;24.603;56.413;;;;;;;;;;;;597.935;597.935;;;;;;;;;;;;;;;;;;;;;;;;;420.025;420.025;;;;;;;;;;;;;;34.152;34.152;;;;;;;7.023;7.023;;;;56.955;;;;;;;;;;;;;;56.955;56.955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.574.480;560.460;;;;;;;;;;;;;;;;;228.895;228.895;;;251.735;251.735;;;;;;;;;3.812;3.812;;;;;;;;;11.321;;;11.321;64.697;;;64.697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.670.287;4.191;;;4.191;;;;2.666.096;;;;;;;;324.420;324.420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.313;19.313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20605;JHSF PART
valores;1.210.307;840.346;243.173;;;;;;229.599;229.599;;;229.599;;;;;;;;;;;;143.670;143.670;;;;;;;;;;;;;;;;;;;;;;;;;186.857;;;;;;;;;;;;;;;25.651;;;;;;;;;;;;;11.396;;;;;;;;;;;;;;11.396;2.044;9.352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;369.961;28.554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.819;23.819;;;;;;;;;;;;;4.735;;;4.735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143.326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20613;METALFRIO
valores;583.886;338.861;3.217;;;;;;33.072;33.072;;;23.602;8.466;734;270;;;;;;;;;237.536;191.234;;;;;;;;;;46.302;8.420;32.248;1.662;3.972;;;;;;;;;;;42.634;42.634;;;;;;;;;;;;;;;;;;;;;;0;;;;;22.402;;;;;;;;;;;;;;22.402;;2.998;7.325;12.079;;;;;;;;;;;;;;;;;;;;;;;;;;;245.025;223.421;;;;;;;;;;;;;;;;;70.599;69.105;1.494;;116.803;116.803;;;;;;;;;33.898;33.898;;;;;;;;;2.121;0;;2.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.470;;;;;;;;15.470;;;;;;;;6.115;6.115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20630;CR2
valores;1.976.902;1.439.179;77.403;77.403;;;;;102.100;102.100;;;102.100;;;;;;;;;;;;767.428;767.428;;;;;;;;;;;;;;;;;;;;;;;;;429.189;429.189;;;;;;;;;;;;;;11.153;11.153;;;;;;;1.284;1.284;;;;50.622;;;;;;;;;;;11.285;11.285;;39.337;39.337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;537.723;421.702;1.256;;;1.256;;;;;;;;;;;;;63.330;63.330;;;251.900;251.900;;;;;;;;;;;;;;1.049;1.049;;;;1.088;;;1.088;103.079;;;68.822;34.257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.003;79.003;79.003;;;;;;;;;;;;;;21.421;21.421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.597;15.597;;15.597;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20702;VIVER
valores;2.059.953;366.404;16.137;16.137;;;;;66.331;66.331;;;;;;;;;;;;;;;147.484;143.207;;;;;;;;;;4.277;2.913;1.364;;;;;;;;;;;;;11.173;;;;;;;;;;;;;;;25.286;25.286;;;;;;;3.074;;;;;96.919;;;;;;;;;;;;;;96.919;93.472;;3.447;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.693.549;278.642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186.261;186.261;;;;;;;;;16.108;;16.108;;76.273;;;13.075;29.448;3.017;30.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;5;;;;;;;;;;;;1.349.232;784.292;;;;;;;;;;;;;;;;;;;564.940;;;;;;;;;;65.670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20710;LOG-IN
valores;4.261.078;1.453.765;392.977;232.354;160.623;;;;;;;;;;;;;;;;;;;;85.334;62.438;;;;;;;;;;22.896;2.550;5.278;10.314;4.754;;;;;;;;;;;514.819;;;;;;;;;;;;;;378.481;78.361;78.361;78.361;;;;;;3.793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.807.313;115.706;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.461;;;3.924;3.924;;;;5.796;;;;;;;;;101.525;;;20.726;1.938;8.594;1.684;68.583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.685.343;2.649.248;;;;;;;;;;;;;;;;;;;36.095;;;;;;;;;;6.264;6.264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20745;SLC AGRICOLA
valores;2.849.400;1.595.657;62.808;;;;;;136.517;;;;;;;;;;;136.517;136.517;;;;876.492;876.492;;;;;;;;;;;;;;;;;;;;;;;;;504.611;504.611;;;;;;;;;;;;;;1.618;1.618;;;;;;;;;;;;13.611;;;;;;;;;;;;;;13.611;;13.611;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.253.743;855.465;;;;;;;;;;;;;;;;;406.026;406.026;;;394.672;394.672;;;;;;;;;;;;;;;;;;;4.173;;;4.173;50.594;;;;17.492;0;33.102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;386.458;386.458;;;;;;;;;;;;;;;5.644;5.644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.176;6.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20770;EZTEC
valores;17.827.564;7.493.730;771.254;771.254;;;;;1.040.282;1.040.282;;;;;;;;;;;;;;;1.951.462;1.951.462;1.075.602;875.860;;;;;;;;;;;;;;;;;;;;;;;1.828.552;1.828.552;;;;;;;;;;;;;350.106;1.110.436;1.110.436;1.110.436;;;;;;;;;;;441.638;;;;;;;;;;;;;;441.638;81.949;75.580;59.370;224.739;;;;;;;;;;;;;;;;;;;;;;;;;;;10.333.834;2.599.540;1.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.447.965;1.447.965;;;;;;;;;;;;;1.150.545;;;71.519;990.162;33.207;55.657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.774;54.774;;;54.774;;;;;;;;;;;;4.868.235;4.868.235;4.754.752;113.483;;;;;;;;;;;;;;;;;;;;;;;;;;;2.811.285;2.811.285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20788;MARFRIG
valores;1.200.483;609.946;204.448;;;;;;0;0;;;;;;;;;;;;;;;375.566;338.425;;;;;;;;;;37.141;;29.210;7.931;;;;;;;;;;;;4.184;;;;;;;;;;;;;;;23.889;23.889;;;;;;;1.572;;;;;287;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;590.537;116.766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.989;61.989;;;;;;;;;402;;;;54.375;;;18.913;0;35.462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.263;2.263;;;;;;;;;;;;;;;194.129;194.129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;277.379;277.379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20800;TEGMA
valores;4.903.990;3.235.607;326.961;;;;;;11.027;11.027;;11.027;;;;;;;;;;;;;1.402.559;1.402.559;;;;;;;;;;;;;;;;;;;;;;;;;1.450.941;;;;;;;;;;;;;;;4.077;4.077;;;;;;;22.650;22.650;;;;17.392;0;0;;;;;;;;;;;;17.392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.668.383;1.618.494;;;;;;;;;;;;;;;;;890.359;890.349;10;;683.754;;;;;;;;;;;;;;;23.221;5.761;17.460;;;6.581;6.581;;;14.579;;;14.579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.425;7.425;7.425;;;;;;;;;;;;;;41.260;41.260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.204;1.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20877;HELBOR
valores;4.933.387;42.152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.422.225;1.422.182;1.407.779;;;;;;;;;;;14.403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.948.863;;;;;;;195.017;195.017;;;;;232.880;78.100;;154.780;;;;;;;33.839;33.839;;;;13.936;13.936;;;;;;44.475;21.721;;;22.754;2013;20885;INDUSVAL
valores;10.198.449;5.870.596;1.422.595;396.425;1.026.170;;;;;;;;;;;;;;;;;;;;2.295.682;2.295.682;2.294.413;1.269;;;;;;;;;;;;;;;;;;;;;;;1.735.429;1.192.978;54.878;436.034;44.880;6.659;;;;;;;;;;111.715;111.715;;;;;;;;;;;;305.175;;;;;;;;;;;;;;305.175;;39.116;266.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.327.853;3.568.245;;;;;;;;;;;;;;;;;1.952.088;1.952.088;;;1.489.988;1.489.988;;;;;;;;;0;0;;;;;;;;;50.514;;;50.514;75.655;;;75.655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;632.285;;;;;;;;;;;;;;;;79.823;75.012;;;;;;;;;;;;;;;;;;;4.811;;;;;;;;;;47.500;47.500;;30.390;17.110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20915;MRV
valores;4.978.136;2.838.112;712.676;;;;;;851.173;851.173;;851.173;;;;;;;;;;;;;184.221;184.221;;;;;;;;;;;;;;;;;;;;;;;;;291.773;;;;;;;;;;;;;;79.341;522.030;522.030;;;;;;;;;;;;196.898;;;;;;;;;;;;;;196.898;;196.898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.140.024;408.399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;222.313;222.313;;;;;;;;;9.278;;;9.278;176.808;;;138.512;26.394;11.902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.305.769;921.499;;;;;;;;;;;;;;;;;;;384.270;;;;;;;;;;425.856;425.856;;419.552;6.054;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20931;MINERVA
valores;15.763.903;178.449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.561.342;4.074.502;454.656;;;;;;;;;;;1.088.342;;;;;;;;;152.994;;;;;;;584.011;;;1.794.499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;486.840;486.840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.438.815;;;;;;;;;;;;;563.971;;;563.971;263.098;300.873;;;;;;;;;;21.326;;;;;;;;;;;;2013;20958;ABC BRASIL
valores;2.442.998;1.266.188;81.591;;;;;;1.192;1.192;;;1.192;;;;;;;;;;;;513.306;513.306;;;;;;;;;;;;;;;;;;;;;;;;;558.990;;;;;;;;;;;;;;;28.488;28.488;;;;;;;;;;;;82.621;;;;;;;;;;;;;;82.621;50.697;0;31.924;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.176.810;143.774;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;56.783;56.783;;;;;;;;;0;;0;;86.991;;;0;5.849;;16.213;6.599;58.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.223;2.223;;;2.223;;;;;;;;;;;;911.095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.718;119.718;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20966;SPRINGS
valores;6.397.648;790.948;210.479;;;;;;121.120;121.120;121.120;;;;;;;;;;;;;;242.249;242.249;;;;;;;;;;;;;;;;;;;;;;;;;159.994;;;;;;;;;;;;;;;2.434;2.434;;;;;;;;;;;;54.672;;;;;;;;;;;;;;54.672;2.882;51.790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.606.700;450.319;;;;;;;;;;;;;;;;;56.333;56.333;;;348.624;;;;;;;;;;;;;;;;;;;;;;;;45.362;;;13.206;26.929;5.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.796.290;134.726;134.726;;;;;;4.661.564;;;;;;;;17.371;17.371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342.720;342.720;;342.720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20982;MULTIPLAN
valores;6.613.476;4.142.478;89.501;;;;;;1.789.328;1.789.328;;;1.789.328;;;;;;;;;;;;922.400;922.400;;;;;;;;;;;;;;;;;;;;;;;;;1.096.098;1.096.098;;;;;;;;;;;;;;165.180;165.180;165.180;;;;;;28.999;28.999;;;;50.972;;;;;;;;;;;;;;50.972;50.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.470.998;609.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342.930;342.930;;;;;;;;;0;;0;;266.116;;;24.039;242.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319.636;319.636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.542.316;1.542.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2013;20990;B2W DIGITAL
