;cvm;codigo;ano;1;1.01.01;1.01.02;1.02.01.01;1.02.01.02;1.02.01.03;2.01.04;2.01.02;2.02.01;3.05;open;close;QtdAcoes;Volume;EBIT;ROIC;EV;DVIDALIQUIDA
2779;6700;HOOT4;2017;540448;213.0;;;;15649.0;7485.0;11636.0;203.0;-15609.0;;;18372;1.5219999999999998;-15609.0;-0.029529000244041325;;
2780;6700;HOOT3;2018;482489;674.0;;;;;;;;-35686.0;;;18372;23.994.839;-35686.0;;;
2781;6700;HOOT4;2018;482489;674.0;;;;;;;;-35686.0;;;18372;23.994.839;-35686.0;;;
2782;6815;IGBR3;2010;135182;375.0;;14684.0;;;4201.0;0.0;395029.0;11972.0;3.009999990463257;6.869999885559082;12504967;19.579.401;11972.0;0.08880844466533637;37639950.55074334;
2783;6815;IGBR3;2010;135182;375.0;;14684.0;;;4201.0;0.0;395029.0;11972.0;3.009999990463257;6.869999885559082;12504967;19.579.401;11972.0;0.08880844466533637;37639950.55074334;
2784;6815;IGBR3;2010;135182;375.0;;14684.0;;;4201.0;0.0;395029.0;11972.0;3.009999990463257;6.869999885559082;12504967;19.579.401;11972.0;0.08880844466533637;37639950.55074334;
2785;6815;IGBR3;2010;135182;375.0;;14684.0;;;4201.0;0.0;395029.0;11972.0;3.009999990463257;6.869999885559082;12504967;19.579.401;11972.0;0.08880844466533637;37639950.55074334;
2786;6815;IGBR3;2011;804367;215.0;;0.0;;433717.0;4404.0;;507257.0;2328.0;6.829999923706055;11.989999771118164;12504967;82.434;2328.0;;85408923.65594673;
2787;6815;IGBR3;2012;745013;214.0;;0.0;;393155.0;0.0;5207.0;529714.0;171001.0;;;12504967;20.593000000000004;171001.0;0.23120991032893812;;
2788;6815;IGBR3;2013;817903;213.0;;;;443472.0;0.0;10767.0;680412.0;-52111.0;9.899999618530273;4.820000171661377;12504967;9.984;-52111.0;-0.06457989176166747;123799168.52973366;
2789;6815;IGBR3;2014;207418;222.0;;;;138316.0;;4647.0;709212.0;34230.0;4.650000095367432;2.759999990463257;12504967;199.084.666;34230.0;0.16899614414289876;58148097.742566586;
2790;6815;IGBR3;2015;219172;220.0;;;;153417.0;;3590.0;783520.0;-10935.0;2.6600000858306885;2.549999952316284;12504967;209.151.727;-10935.0;-0.05077497422943695;33263213.293309927;
2791;6815;IGBR3;2016;229278;6024.0;;;;160578.0;;4176.0;881215.0;-8397.0;2.309999942779541;1.3700000047683716;12504967;6.184;-8397.0;-0.03832881439487306;28886473.05446005;
2792;6815;IGBR3;2017;243166;11.0;;;;184004.0;;17577.0;807114.0;143961.0;1.3300000429153442;1.149999976158142;12504967;7.039;143961.0;0.6381872345707471;16631606.646654963;
2793;6815;IGBR3;2018;259368;13.0;;;;;;;;-8947.0;;;12504967;23.994.839;-8947.0;;;
2794;701;BAHI3;2010;87417;2456.0;71261.0;0.0;;;6127.0;41.0;0.0;48339.0;156.38800048828125;111.81800079345705;5451213;1.205;48339.0;0.5692298634008478;852504301.3057251;
2795;701;BAHI3;2011;67386;20.0;54490.0;;;;0.0;46.0;0.0;-4047.0;109.63600158691406;81.0;5996334;1.216;-4047.0;-0.06011586452762924;657414083.9396667;
2796;701;BAHI3;2012;62655;6.0;53361.0;;;;0.0;46.0;;-6891.0;;;5996334;211;-6891.0;-0.11007459706403847;;
2797;701;BAHI3;2013;56591;110.0;47129.0;;;;;40.0;;-8358.0;67.80000305175781;52.0;5996334;870;-8358.0;-0.14808383976187522;406551463.49935913;
2798;701;BAHI3;2017;94081;37551.0;;;;;62.0;422.0;62.0;-1929.0;30.0;62.9900016784668;1171970;960;-1929.0;-0.03438012404648178;35159100.0;
2799;701;BAHI3;2018;80666;15790.0;;;;;;;;-2354.0;;;1171970;23.994.839;-2354.0;;;
2800;7510;ROMI3;2010;1861192;246935.0;0.0;;;514647.0;328506.0;48323.0;666919.0;76901.0;11.6899995803833;14.5;74758;13.219000000000001;76901.0;0.04910871083966502;873920.9886302948;
2801;7510;ROMI3;2011;1813394;162813.0;;;;492199.0;420772.0;41172.0;570796.0;-11064.0;;;74757547;18.018;-11064.0;-0.006874573212899891;;
