;2;2.01;2.01.01;2.01.01.01;2.01.01.01.01;2.01.01.01.02;2.01.01.01.03;2.01.01.01.04;2.01.01.02;2.01.01.02.01;2.01.01.02.02;2.01.01.02.03;2.01.01.02.04;2.01.01.03;2.01.01.04;2.01.01.05;2.01.01.06;2.01.01.07;2.01.02;2.01.02.01;2.01.02.01.01;2.01.02.01.02;2.01.02.01.03;2.01.02.01.04;2.01.02.01.05;2.01.02.01.20;2.01.02.02;2.01.02.02.01;2.01.02.02.02;2.01.02.03;2.01.02.03.01;2.01.02.04;2.01.02.04.01;2.01.03;2.01.03.01;2.01.03.01.01;2.01.03.01.02;2.01.03.01.03;2.01.03.01.04;2.01.03.01.05;2.01.03.01.06;2.01.03.01.07;2.01.03.01.08;2.01.03.01.09;2.01.03.01.10;2.01.03.01.20;2.01.03.02;2.01.03.02.01;2.01.03.02.02;2.01.03.02.03;2.01.03.03;2.01.03.03.01;2.01.03.03.02;2.01.03.03.03;2.01.03.03.20;2.01.03.04;2.01.04;2.01.04.01;2.01.04.01.01;2.01.04.01.02;2.01.04.01.03;2.01.04.01.04;2.01.04.01.05;2.01.04.01.06;2.01.04.02;2.01.04.02.01;2.01.04.02.02;2.01.04.02.03;2.01.04.03;2.01.04.03.01;2.01.04.03.02;2.01.04.04;2.01.05;2.01.05.01;2.01.05.01.01;2.01.05.01.03;2.01.05.01.04;2.01.05.02;2.01.05.02.01;2.01.05.02.02;2.01.05.02.03;2.01.05.02.04;2.01.05.02.05;2.01.05.02.06;2.01.05.02.07;2.01.05.02.08;2.01.05.02.09;2.01.05.02.10;2.01.05.02.11;2.01.05.02.12;2.01.05.02.13;2.01.05.02.14;2.01.05.02.15;2.01.05.02.16;2.01.05.02.17;2.01.05.02.18;2.01.05.02.19;2.01.05.02.20;2.01.05.03;2.01.05.04;2.01.05.05;2.01.05.06;2.01.05.07;2.01.05.08;2.01.06;2.01.06.01;2.01.06.01.01;2.01.06.01.02;2.01.06.01.03;2.01.06.01.04;2.01.06.01.05;2.01.06.01.06;2.01.06.01.07;2.01.06.01.08;2.01.06.02;2.01.06.02.01;2.01.06.02.02;2.01.06.02.03;2.01.06.02.04;2.01.06.02.05;2.01.06.02.06;2.01.06.02.07;2.01.06.02.08;2.01.06.02.09;2.01.06.02.10;2.01.06.02.11;2.01.06.02.12;2.01.06.02.13;2.01.06.02.14;2.01.06.02.15;2.01.06.02.16;2.01.06.02.17;2.01.06.02.18;2.01.07;2.01.07.01;2.01.07.01.01;2.01.07.02;2.01.07.02.01;2.02;2.02.01;2.02.01.01;2.02.01.01.01;2.02.01.01.02;2.02.01.01.03;2.02.01.01.04;2.02.01.01.05;2.02.01.02;2.02.01.02.01;2.02.01.02.02;2.02.01.02.03;2.02.01.03;2.02.01.03.01;2.02.01.03.02;2.02.01.03.03;2.02.01.03.04;2.02.01.04;2.02.01.04.01;2.02.01.04.02;2.02.01.04.03;2.02.01.04.04;2.02.01.05;2.02.01.05.01;2.02.01.06;2.02.01.06.01;2.02.01.06.02;2.02.01.07;2.02.01.07.01;2.02.01.07.02;2.02.01.07.03;2.02.01.08;2.02.01.08.01;2.02.02;2.02.02.01;2.02.02.01.01;2.02.02.01.03;2.02.02.01.04;2.02.02.02;2.02.02.02.01;2.02.02.02.02;2.02.02.02.03;2.02.02.02.04;2.02.02.02.05;2.02.02.02.06;2.02.02.02.07;2.02.02.02.08;2.02.02.02.09;2.02.02.02.10;2.02.02.02.11;2.02.02.02.12;2.02.02.02.13;2.02.02.02.14;2.02.02.02.15;2.02.02.02.16;2.02.02.02.17;2.02.02.02.19;2.02.02.02.20;2.02.03;2.02.03.01;2.02.03.01.01;2.02.03.01.02;2.02.03.01.03;2.02.03.01.04;2.02.04;2.02.04.01;2.02.04.01.01;2.02.04.01.02;2.02.04.01.03;2.02.04.01.04;2.02.04.01.05;2.02.04.01.06;2.02.04.01.07;2.02.04.01.08;2.02.04.01.09;2.02.04.02;2.02.04.02.01;2.02.04.02.02;2.02.04.02.03;2.02.04.02.04;2.02.04.02.05;2.02.04.02.06;2.02.04.02.07;2.02.04.02.08;2.02.04.02.09;2.02.04.02.10;2.02.04.02.11;2.02.04.02.19;2.02.04.02.20;2.02.05;2.02.05.01;2.02.05.01.01;2.02.05.02;2.02.05.02.01;2.02.05.02.02;2.02.05.02.03;2.02.05.02.08;2.02.05.02.20;2.02.06;2.02.06.01;2.02.06.01.01;2.02.06.02;2.02.06.02.01;2.02.06.02.02;2.02.06.03;2.02.06.03.01;2.03;2.03.01;2.03.01.01;2.03.01.02;2.03.01.03;2.03.01.04;2.03.02;2.03.02.01;2.03.02.02;2.03.02.03;2.03.02.04;2.03.02.05;2.03.02.06;2.03.02.07;2.03.02.08;2.03.02.09;2.03.02.10;2.03.02.11;2.03.02.12;2.03.02.13;2.03.03;2.03.03.01;2.03.03.02;2.03.04;2.03.04.01;2.03.04.02;2.03.04.03;2.03.04.04;2.03.04.05;2.03.04.06;2.03.04.07;2.03.04.08;2.03.04.09;2.03.04.10;2.03.04.11;2.03.04.12;2.03.04.13;2.03.04.14;2.03.04.15;2.03.04.16;2.03.04.17;2.03.04.18;2.03.04.19;2.03.04.20;2.03.05;2.03.06;2.03.06.01;2.03.06.02;2.03.06.03;2.03.06.04;2.03.06.05;2.03.06.06;2.03.06.07;2.03.07;2.03.07.01;2.03.07.02;2.03.08;2.03.08.01;2.03.08.02;2.03.08.03;2.03.08.04;2.03.08.05;2.03.08.06;2.03.08.07;2.03.09;2.04;2.04.01;2.04.02;2.04.03;2.05;2.05.01;2.05.02;2.05.03;2.06;2.06.01;2.06.02;2.06.03;2.06.04;2.06.05;2.06.06;2.06.07;2.06.08;2.06.09;2.07;2.07.01;2.07.02;2.08;2.08.01;2.08.01.01;2.08.01.02;2.08.01.03;2.08.01.04;2.08.01.05;2.08.01.06;2.08.02;2.08.02.01;2.08.02.02;2.08.02.03;2.08.02.04;2.08.02.05;2.08.02.06;2.08.02.07;2.08.02.08;2.08.02.09;2.08.03;2.08.04;2.08.04.01;2.08.04.02;2.08.04.03;2.08.04.04;2.08.04.05;2.08.04.06;2.08.04.07;2.08.04.08;2.08.04.09;2.08.04.10;2.08.04.11;2.08.05;2.08.06;2.08.06.01;2.08.06.02;2.08.06.03;2.08.07;2.08.08;2.08.08.01;2.08.08.02;2.08.08.03;2.08.08.04;2.08.08.05;2.08.09;ano;cvm;empresa_descr
valores;4.478.247;686.809;105.747;21.727;;;;;84.020;;;;;;;;;;87.520;86.573;;;;;;;947;;;;;;;61.768;34.187;4.294;29.893;;;;;;;;;;26.744;;;;837;;;;;;299.676;298.865;77.036;221.829;;;;;0;;;;811;;;;132.098;;;;;132.098;82.555;;;7.073;9.289;;;;;;;;;;;;;;;33.181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;505.795;333.745;331.852;331.852;0;;;;0;;;;1.893;;;;;;;;;;;;;;;;;;;;;8.475;;;;;8.475;;;1.081;7.274;;120;;;;;;;;;;;;;;104.632;104.632;;;;;58.943;58.943;15.231;37.833;;4.925;954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.285.643;990.014;;;;;16.529;;;;;;;0;16.529;;;;;;;;;2.279.024;152.884;972.836;;;;;1.098.244;55.060;;;;;;;;;;;;;0;3;3;;;;;;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20338;M.DIASBRANCO
valores;1.828.215;782.674;;;;;;;;;;;;;;;;;535.714;535.714;;;;;;;;;;;;;;46.773;21.730;1.323;54;577;3.612;1.211;1.663;13.290;;;;;24.896;;;;147;;;;;;181.010;181.010;50.643;130.367;;;;;;;;;;;;;19.177;;;;;19.177;;0;;16.142;;3.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;356.690;234.780;234.780;211.477;23.303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121.910;28.037;13.643;13.850;;544;;;;;;93.873;;;;;;911;76.434;16.528;;;;;;;;;;;;;;;;;;;;;;;688.851;586.879;;;;;-9.561;;;;6.763;-16.367;;43;;;;;;;;;;186.825;0;0;;;;;186.825;0;;;;;;;;;;;;;-63.125;-12.167;-12.167;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20346;PROFARMA
valores;2.510.005;970.463;11.000;11.000;;;;;;;;;;;;;;;199.573;199.573;;;;;;;;;;;;;;12.179;;;;;;;;;;;;;;;;;;;;;;;663.426;663.426;;;;;;;;;;;;;;;84.285;1.744;;1.744;;82.541;;;;31.809;;1.919;0;3.932;0;35.564;2.904;6.413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;293.097;250.013;250.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.937;;;;;9.937;;;;;;743;;313;;;8.881;0;;;;;;;;0;0;;;;;33.147;;;;;;;;;;;33.147;;;;33.147;;;;;;;;;;;;;;;;;;;;;;;;;;;1.246.445;2.654.140;2.654.140;;;;2.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.354.228;-56.453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20354;TERRA SANTA
valores;1.759.796;770.417;34.840;;;;;;;;;;;;;;;;311.023;;;;;;;;;;;;;;;21.829;;;;;;;;;;;;;;;;;;;;;;;249.931;;;;;;;;;;;;;;;;41.602;;;;;41.602;;5.821;;15.085;484;5.032;8.297;6.883;;;;;;;;;;;;;;;;;;;111.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328.623;269.218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.680;;;;;39.680;;;36.900;2.539;241;;;;;;;;;;;;;;;;;;;;;19.725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660.756;389.000;;;;;82.922;;;;;-37.467;;120.389;;;;;;;;;;196.323;;;;;;;;;;;;;;;;;;;;;;-7.489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20362;POSITIVO TEC
valores;979.871;108.950;18.311;3.862;;;;;14.449;;;;;;;;;;5.036;5.036;;;;;;;;;;;;;;14.364;11.083;8.235;2.848;;;;;;;;;;;;;;3.281;3.281;;;;;;;;;;;;;;;;;;;;;71.239;;;;;71.239;30.079;;;16.352;11.444;7.843;5.521;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165.242;;;;;165.242;;;16.675;147.006;1.561;;;;;;;;;;;;;;;38.576;38.576;;;;;3.747;3.747;72;2.870;;805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;663.356;405.430;;;;;26.870;;;;23.538;;;3.332;;;;;;;;;;180.602;26.513;;;;154.089;;;;;;;;;;;;;;;;;-1.863;-1.863;;;;;;;;;;;;;;;;;;52.317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20370;LOPES BRASIL
valores;4.798.379;1.833.577;35.488;;;;;;35.488;;;;;;;;;;69.067;69.067;;;;;;;;;;;;;;79.653;79.653;6.762;64.454;8.437;;;;;;;;;;;;;;;;;;;1.257.258;1.095.105;1.095.105;;;;;;162.153;;;;;;;;392.111;85.110;8.531;;76.579;307.001;36.896;;;158.310;48.683;26.008;37.104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.264.484;1.111.674;977.688;977.688;;;;;133.986;;;;;;;;;;;;;;;;;;;;;;;;;58.142;11.225;;;11.225;46.917;;;32.402;13.025;147;1.343;0;;;;;;;;;;;;;19.949;19.949;;;;;74.719;;;;;;;;;;;74.719;20.493;;;54.226;;;;;;;;;;;;;;;;;;;;;;;;;;;1.700.318;1.072.816;;;;;365.996;;;;;-4.904;;370.176;18.030;-17.306;0;;;;;;;47.448;47.448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20435;TECNISA
valores;1.975.190;574.361;18.781;;;;;;;;;;;;;;;;26.895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204.634;201.618;201.618;;;;;;3.016;;;;0;;;;297.458;1.126;;;;296.332;;16.240;;9.022;129.546;44.109;10.772;19.765;0;12.376;54.502;;;;;;;;;;;;;;;;26.593;;;;;;;;;;26.593;12.659;;;2.496;11.438;;;;;;;;;;;;;;;;;;;482.888;384.200;234.636;234.636;;;;;149.564;;;;0;;;;;;;;;;;;;;;;;;;;;77.703;;;;;77.703;;;60.827;;16.876;;;;;;;;;;;;;;;8.450;;;;;;12.535;12.535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;917.941;512.438;;;;;0;;;;;;;;;;;;;;;;;317.822;26.803;;;;291.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20451;RNI
valores;15.924.225;5.221.883;181.690;;;;;;181.690;;;;;;;;;;225.044;225.044;;;;;;;;;;;;;;353.436;353.436;58.157;295.279;;;;;;;;;;;;;;;;;;;;1.755.074;1.258.415;1.258.415;;;;;;496.659;;;;;;;;2.608.575;;;;;2.608.575;;;;369.689;212.503;32.040;215.775;0;375.900;1.402.668;;;;;;;;;;;;;;;;;98.064;;;;;;;;;;98.064;98.064;;;;;;;;;;;;;;;;;;;;;;;5.640.593;3.238.784;2.336.634;2.336.634;;;;;902.150;;;;;;;;;;;;;;;;;;;;;;;;;2.155.866;;;;;2.155.866;;;359.392;174.582;154.117;;0;;1.256.956;;;;;34.665;176.154;;;;;;;;;;;245.943;245.943;;;;;;;;;245.943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.061.749;4.907.843;;;;;744.162;716.993;;;27.169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.403.191;-66.592;;;;;;;;;;;;;;;;;;;879.527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20478;PDG REALT
valores;4.910.968;511.373;20.883;;;;;;20.883;;;;;;;;;;40.654;40.654;;;;;;;;;;;;;;23.163;21.401;16.813;4.588;;;;;;;;;;194;;;;1.568;;;;;;337.240;125.751;125.751;;;;;;211.489;-1.876;213.365;;;;;;89.433;0;;;0;89.433;;54.446;;34.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.905.790;1.739.126;822.066;822.066;;;;;917.060;;;;;;;;;;;;;;;;;;;;;;;;;4.326;;;;;4.326;;;30;4.296;;;;;;;;;;;;;;;;70.845;70.845;64.919;5.926;;;14.419;14.419;0;477;;12.316;1.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.074;;;77.074;77.074;;;;2.493.805;1.231.313;;;;;473.382;452.082;;;;-5.348;;26.648;;;;;;;;;;782.493;73.749;;;;708.744;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20494;IGUATEMI
valores;4.880.080;1.017.430;;;;;;;;;;;;;;;;;64.430;64.430;;;;;;;;;;;;;;81.185;81.185;42.809;38.376;;;;;;;;;;;;;;;;;;;;674.321;510.406;510.406;;;;;;163.915;;;;;;;;174.994;;;;;174.994;;59.948;;2.691;4.434;37.357;11.114;59.450;;;;;;;;;;;;;;;;;;;22.500;22.500;;;;;22.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.443.155;1.195.951;1.054.453;1.054.453;;;;;141.498;;;;;;;;;;;;;;;;;;;;;;;;;118.314;;;;;118.314;;;8.732;1.735;88.145;;19.702;;;;;;;;;;;;;42.940;42.940;;;;;85.950;;;;;;;;;;;85.950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.419.495;1.667.491;1.683.266;-15.775;;;-31.142;;;;30.298;-61.440;;;;;;;;;;;;486.623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296.523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20524;EVEN
valores;520.230.910;19.569.791;8.284.360;;;;;;;;;;;;;;;;11.285.431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;392.186.593;63.674.201;;;;;220.644.019;;;;;;;;;;;;;;70.355.249;;;7.294.077;;;;;;;;;;;;;;;;;;;;;6.773.312;23.445.735;;;;;;;;;;;;;;;;;;;;11.127.444;3.869.728;7.257.716;;12.423.002;12.110.582;312.420;;6.240.787;893.902;;5.346.885;;;;;;;;;;78.683.293;80.105.041;56.806.384;20.594.135;-445.501;5.630.023;-1.530.000;-950.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.801.921;73.292;-1.881.350;702.349;-696.212;;380.173;2014;20532;SANTANDER BR
valores;11.635.876;1.019.959;5.946;;;;;;5.946;;;;;;;;;;106.182;106.182;;;;;;;;;;;;;;51.951;;;;;;;;;;;;;;;;;;;;;;;677.622;354.290;354.290;;;;;;323.332;;;;;;;;171.442;;;;;171.442;;4.000;;70.994;22.151;74.297;;;;;;;;;;;;;;;;;;;;;6.816;;;;;;;;;;6.816;;;6.816;;;;;;;;;;;;;;;;;;;;;6.273.419;4.971.912;3.555.686;3.555.686;;;;;1.416.226;;;;;;;;;;;;;;;;;;;;;;;;;50.888;;;;;50.888;;;23.843;633;10.260;16.152;;;;;;;;;;;;;;1.167.073;1.167.073;;;;;83.546;33.608;;;;;33.608;;;;;49.938;;;49.938;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.342.498;3.390.444;3.390.444;;;;878.903;;;;;;;;;;;;;;;;;48.793;;;;;;;;;;;1.292;47.501;;;;;;;;;-87.643;;;;;;;;;;;;;;;;;;;;112.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20540;CPFL RENOVAV
valores;10.279.356;265.073;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.544.974;68.535;;;;;3.413.756;;;;;;;;;;;;;;168.541;;;874.532;;;;;;;;;;;;;;;;;;;;;3.603.271;;;;;;;;;85.236;;;331.103;;;;;;;;;33.161;32.792;369;;2.937;;;;170.791;;;;;;;;;;;;;1.262.420;1.112.259;;;;;;;0;;;;;;0;;;;;280.323;;297.353;;;;;;0;-17.030;;;;-27.065;;;;-103.097;;;;;;;;2014;20567;PINE
valores;82.315.588;24.868.001;1.861.318;;;;;;;;;;;;;;;;6.942.933;6.134.491;;;;;;;808.442;;;;;;;749.759;623.824;505.799;118.025;;;;;;;;;;123.621;;;;2.314;;;;;;13.686.975;13.686.975;4.753.822;8.933.153;;;;;;;;;;;;;1.627.016;;;;;1.627.016;;;;344.881;556.223;484.013;241.899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.574.557;26.392.165;26.392.165;13.863.323;12.528.842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.595.181;;;;;1.595.181;;;490.461;244.416;465.606;394.698;;;;;;;;;;;;;;2.881.367;2.881.367;;;;;705.844;705.844;386.479;241.104;;78.261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.873.030;21.506.247;;;;;-148.569;211.879;;;;-451.700;;90.338;914;;;;;;87.877;;;4.261.815;191.855;;;;;;;;;4.069.960;;;;;;;;;;;;101.658;;;;;;;;-1.704.700;;;;;;;;;;;1.768.702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20575;JBS
valores;5.805.377;750.500;30.751;30.751;;;;;;;;;;;;;;;63.437;63.437;;;;;;;;;;;;;;30.253;30.253;;30.253;;;;;;;;;;;;;;;;;;;;482.619;373.546;229.351;144.195;;;;;109.073;109.073;;;;;;;143.440;;;;;143.440;0;;;0;110.447;;14.347;18.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.765.222;1.983.344;972.923;630.716;342.207;;;;1.010.421;1.010.421;;;;;;;;;;;;;;;;;;;;;;;;177.561;19;;;19;177.542;;;;;27.452;46.387;103.703;;;;;;;;;;;;;562.541;562.541;;;;;41.776;15.140;;;;;0;;;;;26.636;;;;26.636;;;;;;;;;;;;;;;;;;;;;;;;;;;2.289.655;722.049;;;;;15.762;;;;;-414;;16.176;;;;;;;;;;492.389;;;;;;;;;;;;;;;;;;;;;980.026;59.027;72.940;-13.913;;;;;;;;;;;;;;;;;20.402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20605;JHSF PART
valores;1.136.694;636.018;19.498;;;;;;;;;;;;;;;;174.464;;;;;;;;;;;;;;;7.898;;;;;;;;;;;;;;;;;;;;;;;394.730;;;;;;;;;;;;;;;;16.125;3.140;;3.140;;12.985;;;;12.985;;;;;;;;;;;;;;;;;;;;;;;23.303;;;;;;;;;;23.303;;;;;;;;;;;;;;;;;;;;;;;;320.065;309.625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.139;;;;;6.139;;;;;;;;;;;;;;;;;;;;;;;;;;4.301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.611;239.988;;;;;-41.857;;;;2.625;;;-44.482;;;;;;;;;;-2.950;0;;;;0;;0;;-3.857;;907;;;;;;;;;;-24.953;;;;;;;;;-14.471;;;;;;;;;;;24.854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20613;METALFRIO
valores;422.054;57.363;;;;;;;;;;;;;;;;;5.504;5.504;;;;;;;;;;;;;;5.982;5.924;770;4.799;355;;;;;;;;;;;;;58;;;;;;32.521;22.269;17.619;4.650;;;;;10.252;;;;0;;;;11.808;;;;;11.808;6;;;851;179;4.305;6.467;;;;;;;;;;;;;;;;;;;;1.548;1.548;1;;;1.547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.778;5.126;0;0;0;;;;5.126;;;;;;;;;;;;;;;;;;;;;;;;;14.029;;;;;14.029;;758;;4.400;8.871;;;;;;;;;;;;;;;1.252;1.252;;;;;371;371;;;;371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343.913;356.950;;;;;1.338;;;;1.338;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;-35.712;;;;;;;;;;;;;;;;;;;;21.337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20630;CR2
valores;1.531.576;975.613;5.076;;;;;;5.076;;;;;;;;;;33.862;33.862;;;;;;;;;;;;;;53.212;53.212;5.639;11.320;36.253;;;;;;;;;;;;;;;;;;;645.917;341.665;341.665;;;;;;304.252;;;;;;;;232.715;77.026;;;;155.689;;;;9.861;12.584;28.319;27.754;55.316;21.855;;;;;;;;;;;;;;;;;;4.831;;;;;;;;;;4.831;3.765;;;1.066;;;;;;;;;;;;;;;;;;;;474.450;315.501;189.586;189.586;;;;;125.915;;;;;;;;;;;;;;;;;;;;;;;;;38.702;0;;;0;38.702;;;;21.596;6.703;7.414;0;2.989;;;;;;;;;;;;;;;;;;120.247;80.201;;;;;62.138;18.063;;;;40.046;;;;40.046;;;;;;;;;;;;;;;;;;;;;;;;;;;81.513;1.258.060;1.295.915;-37.855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.183.149;;;;;;;;;;;;;;;;;;;;6.602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20702;VIVER
valores;2.133.250;414.517;8.820;171;;;;;8.649;;;;;;;;;;94.934;75.418;;;;;;;19.516;;;;;;;8.377;7.302;1.618;5.684;;;;;;;;;;487;;;;588;;;;;;235.544;235.544;150.587;84.957;;;;;;;;;;;;;35.299;0;;;;35.299;;;;1.123;350;1.186;32.640;;;;;;;;;;;;;;;;;;;;31.543;;;;;;;;;;31.543;;;;31.543;;;;;;;;;;;;;;;;;;;;1.246.819;1.207.006;1.207.006;517.187;689.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.881;;;;;10.881;;;3.727;5.968;1.186;;;;;;;;;;;;;;;;;;;;;28.932;27.686;288;15.632;;572;11.194;;;;;1.246;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0;471.914;600.000;;;;;;;;;;;;;;;;;;;;;;-44.612;0;;;;;0;;;-50.922;0;6.310;;;;;;;;;;-83.281;;;;;;;;;;;;-299;;;;;;;;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20710;LOG-IN
