;2;2.01;2.01.01;2.01.01.01;2.01.01.01.01;2.01.01.01.02;2.01.01.01.03;2.01.01.01.04;2.01.01.02;2.01.01.02.01;2.01.01.02.02;2.01.01.02.03;2.01.01.02.04;2.01.01.03;2.01.01.04;2.01.01.05;2.01.01.06;2.01.01.07;2.01.02;2.01.02.01;2.01.02.01.01;2.01.02.01.02;2.01.02.01.03;2.01.02.01.04;2.01.02.01.05;2.01.02.01.20;2.01.02.02;2.01.02.02.01;2.01.02.02.02;2.01.02.03;2.01.02.03.01;2.01.02.04;2.01.02.04.01;2.01.03;2.01.03.01;2.01.03.01.01;2.01.03.01.02;2.01.03.01.03;2.01.03.01.04;2.01.03.01.05;2.01.03.01.06;2.01.03.01.07;2.01.03.01.08;2.01.03.01.09;2.01.03.01.10;2.01.03.01.20;2.01.03.02;2.01.03.02.01;2.01.03.02.02;2.01.03.02.03;2.01.03.03;2.01.03.03.01;2.01.03.03.02;2.01.03.03.03;2.01.03.03.20;2.01.03.04;2.01.04;2.01.04.01;2.01.04.01.01;2.01.04.01.02;2.01.04.01.03;2.01.04.01.04;2.01.04.01.05;2.01.04.01.06;2.01.04.02;2.01.04.02.01;2.01.04.02.02;2.01.04.02.03;2.01.04.03;2.01.04.03.01;2.01.04.03.02;2.01.04.04;2.01.05;2.01.05.01;2.01.05.01.01;2.01.05.01.03;2.01.05.01.04;2.01.05.02;2.01.05.02.01;2.01.05.02.02;2.01.05.02.03;2.01.05.02.04;2.01.05.02.05;2.01.05.02.06;2.01.05.02.07;2.01.05.02.08;2.01.05.02.09;2.01.05.02.10;2.01.05.02.11;2.01.05.02.12;2.01.05.02.13;2.01.05.02.14;2.01.05.02.15;2.01.05.02.16;2.01.05.02.17;2.01.05.02.18;2.01.05.02.19;2.01.05.02.20;2.01.05.03;2.01.05.04;2.01.05.05;2.01.05.06;2.01.05.07;2.01.05.08;2.01.06;2.01.06.01;2.01.06.01.01;2.01.06.01.02;2.01.06.01.03;2.01.06.01.04;2.01.06.01.05;2.01.06.01.06;2.01.06.01.07;2.01.06.01.08;2.01.06.02;2.01.06.02.01;2.01.06.02.02;2.01.06.02.03;2.01.06.02.04;2.01.06.02.05;2.01.06.02.06;2.01.06.02.07;2.01.06.02.08;2.01.06.02.09;2.01.06.02.10;2.01.06.02.11;2.01.06.02.12;2.01.06.02.13;2.01.06.02.14;2.01.06.02.15;2.01.06.02.16;2.01.06.02.17;2.01.06.02.18;2.01.07;2.01.07.01;2.01.07.01.01;2.01.07.02;2.01.07.02.01;2.02;2.02.01;2.02.01.01;2.02.01.01.01;2.02.01.01.02;2.02.01.01.03;2.02.01.01.04;2.02.01.01.05;2.02.01.02;2.02.01.02.01;2.02.01.02.02;2.02.01.02.03;2.02.01.03;2.02.01.03.01;2.02.01.03.02;2.02.01.03.03;2.02.01.03.04;2.02.01.04;2.02.01.04.01;2.02.01.04.02;2.02.01.04.03;2.02.01.04.04;2.02.01.05;2.02.01.05.01;2.02.01.06;2.02.01.06.01;2.02.01.06.02;2.02.01.07;2.02.01.07.01;2.02.01.07.02;2.02.01.07.03;2.02.01.08;2.02.01.08.01;2.02.02;2.02.02.01;2.02.02.01.01;2.02.02.01.03;2.02.02.01.04;2.02.02.02;2.02.02.02.01;2.02.02.02.02;2.02.02.02.03;2.02.02.02.04;2.02.02.02.05;2.02.02.02.06;2.02.02.02.07;2.02.02.02.08;2.02.02.02.09;2.02.02.02.10;2.02.02.02.11;2.02.02.02.12;2.02.02.02.13;2.02.02.02.14;2.02.02.02.15;2.02.02.02.16;2.02.02.02.17;2.02.02.02.19;2.02.02.02.20;2.02.03;2.02.03.01;2.02.03.01.01;2.02.03.01.02;2.02.03.01.03;2.02.03.01.04;2.02.04;2.02.04.01;2.02.04.01.01;2.02.04.01.02;2.02.04.01.03;2.02.04.01.04;2.02.04.01.05;2.02.04.01.06;2.02.04.01.07;2.02.04.01.08;2.02.04.01.09;2.02.04.02;2.02.04.02.01;2.02.04.02.02;2.02.04.02.03;2.02.04.02.04;2.02.04.02.05;2.02.04.02.06;2.02.04.02.07;2.02.04.02.08;2.02.04.02.09;2.02.04.02.10;2.02.04.02.11;2.02.04.02.19;2.02.04.02.20;2.02.05;2.02.05.01;2.02.05.01.01;2.02.05.02;2.02.05.02.01;2.02.05.02.02;2.02.05.02.03;2.02.05.02.08;2.02.05.02.20;2.02.06;2.02.06.01;2.02.06.01.01;2.02.06.02;2.02.06.02.01;2.02.06.02.02;2.02.06.03;2.02.06.03.01;2.03;2.03.01;2.03.01.01;2.03.01.02;2.03.01.03;2.03.01.04;2.03.02;2.03.02.01;2.03.02.02;2.03.02.03;2.03.02.04;2.03.02.05;2.03.02.06;2.03.02.07;2.03.02.08;2.03.02.09;2.03.02.10;2.03.02.11;2.03.02.12;2.03.02.13;2.03.03;2.03.03.01;2.03.03.02;2.03.04;2.03.04.01;2.03.04.02;2.03.04.03;2.03.04.04;2.03.04.05;2.03.04.06;2.03.04.07;2.03.04.08;2.03.04.09;2.03.04.10;2.03.04.11;2.03.04.12;2.03.04.13;2.03.04.14;2.03.04.15;2.03.04.16;2.03.04.17;2.03.04.18;2.03.04.19;2.03.04.20;2.03.05;2.03.06;2.03.06.01;2.03.06.02;2.03.06.03;2.03.06.04;2.03.06.05;2.03.06.06;2.03.06.07;2.03.07;2.03.07.01;2.03.07.02;2.03.08;2.03.08.01;2.03.08.02;2.03.08.03;2.03.08.04;2.03.08.05;2.03.08.06;2.03.08.07;2.03.09;2.04;2.04.01;2.04.02;2.04.03;2.05;2.05.01;2.05.02;2.05.03;2.06;2.06.01;2.06.02;2.06.03;2.06.04;2.06.05;2.06.06;2.06.07;2.06.08;2.06.09;2.07;2.07.01;2.07.02;2.08;2.08.01;2.08.01.01;2.08.01.02;2.08.01.03;2.08.01.04;2.08.01.05;2.08.01.06;2.08.02;2.08.02.01;2.08.02.02;2.08.02.03;2.08.02.04;2.08.02.05;2.08.02.06;2.08.02.07;2.08.02.08;2.08.02.09;2.08.03;2.08.04;2.08.04.01;2.08.04.02;2.08.04.03;2.08.04.04;2.08.04.05;2.08.04.06;2.08.04.07;2.08.04.08;2.08.04.09;2.08.04.10;2.08.04.11;2.08.05;2.08.06;2.08.06.01;2.08.06.02;2.08.06.03;2.08.07;2.08.08;2.08.08.01;2.08.08.02;2.08.08.03;2.08.08.04;2.08.08.05;2.08.09;ano;cvm;empresa_descr
valores;7.200.083;3.118.996;210.515;;;;;;;;;;;;;;;;599.621;;;;;;;;;;;;;;;715.468;;;;;;;;;;;;;;;;;;;;;;;1.466.599;;;;;;;;;;;;;;;;126.793;;;;;126.793;;;;78.572;48.221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.932.408;2.514.611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.992;;;;;98.992;;;98.992;;;;;;;;;;;;;;;;;;;;;;;318.805;75.763;;;;;;;;;;243.042;;;;97.244;145.798;;;;;;;;;;;;;;;;;;;;;;;;;;1.148.679;427.073;;;;;99.427;;;;;;;;;;;;;;;;;638.550;18.650;;;;170.627;;;449.273;;;;;;;;;;;;;;-41.350;;;;;;;;;;;;;;;;;;;24.979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19550;NATURA
valores;9.976.647;4.212.646;255.440;;;;;;255.440;;;;;;;;;;686.151;;;;;;;;;;;;;;;100.094;;;;;;;;;;;;;;;;;;;;;;;1.110.734;;;;;;;;;;;;;;;;1.853.133;;;;;1.853.133;;;;315.148;1.101.611;220.212;3.196;127.600;85.366;;;;;;;;;;;;;;;;;;207.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.096.975;5.124.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;693.904;;;;;693.904;;;559.506;0;34.807;99.591;;;;;;;;;;;;;;;;;;;;278.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-332.974;2.468.585;2.618.748;-150.214;51;;165.772;32.387;70.979;;;-31.357;;93.763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.701.194;548.450;-138.713;687.163;;;;;;;;;;;;;;;;;185.413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19569;GOL
valores;2.682.013;282.003;57.974;10.290;;;;;47.684;;;;;;;;;;36.287;31.175;;;;;;;5.112;;;;;;;19.414;16.014;4.434;11.580;;;;;;;;;;3.330;;;;70;;;;;;99.567;99.567;3.767;95.800;;;;;;;;;;;;;66.888;;;;;66.888;;;;16.288;40.950;9.650;;;;;;;;;;;;;;;;;;;;;1.873;1.873;;1.873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.076;71.790;71.790;71.790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286;286;;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.327.934;1.231.302;;;;;-5.198;;;;5.643;-10.841;;;;;;;;;;;;1.091.616;95.099;17.000;;;0;;884.059;95.458;;;;;;;;;;;;;;;;;;;;;;-2.346;;;;;;;;;;;12.560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19615;GRENDENE
valores;4.609.536;812.059;131.774;;;;;;;;;;;;;;;;116.275;;;;;;;;;;;;;;;16.338;;;;;;;;;;;;;;;;;;;;;;;433.643;114.711;;;;;;;318.932;;;;;;;;100.667;;;;;100.667;19.622;;;956;3.783;;;;;;;;;;;;;;;76.306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.362;;;13.362;;1.025.311;794.614;51.289;;;;;;743.325;;;;;;;;;;;;;;;;;;;;;;;;;35.972;;;;;35.972;;;3.559;30.265;;;;;;;;;;;;;;;2.148;134.849;134.849;;;;;59.876;59.876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.772.166;2.234.135;;;;;50.230;;65.366;;1.769;-16.905;;;;;;;;;;;;486.592;36.693;;;;449.899;;;0;;;;;;;;;;;;;;315;;;;;;;;;;;;;;;;;;;894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19623;DASA
valores;125.920;38.237;3.093;;;;;;;;;;;;;;;;6.232;6.232;;;;;;;;;;;;;;1.624;1.624;0;1.624;;;;;;;;;;;;;;;;;;;;11.448;11.448;;;;;;;;;;;;;;;15.840;;;;;15.840;;;;326;15.514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.276;34.804;34.804;34.804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.098;10.098;10.098;;;;12.374;1.766;;;;;1.766;;;;;10.608;;;;386;;;;10.222;;;;;;;;;;;;;;;;;;;;;;;30.407;127.174;127.174;0;0;;;;;;;;;;;;;;;;6.654;6.654;;35;35;;;;;;;;;;;;;;;;;;;;-103.456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19658;POMIFRUTAS
valores;5.697.454;1.398.380;86.274;10.945;;;;;75.329;;;;;;;;;;828.421;828.421;;;;;;;;;;;;;;53.645;50.908;41.279;9.629;;;;;;;;;;;;;;2.737;;;;;;300.891;41.668;985;40.683;;;;;71.465;;;;187.758;;;;129.149;;;;;129.149;59.229;;;69.920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.643.570;2.411.575;359.998;280.745;79.253;;;;1.937.774;;;;113.803;;;;;;;;;;;;;;;;;;;;;13.766;988;988;;;12.778;;;12.778;;;;;;;;;;;;;;;;;138.870;138.870;;;;;69.874;69.874;4.934;54.046;;10.894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.485;;;9.485;;;;;1.655.504;976.708;;;;;40.428;82.513;;;18.083;-60.168;;;;;;;;;;;;638.368;80.037;558.331;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19739;LOCALIZA
valores;13.171.799;3.556.358;;;;;;;;;;;;;;;;;1.098.703;;;;;;;;;;;;;;;304.173;140.961;19.779;121.182;;;;;;;;;;160.197;;;;3.015;;;;;;1.465.693;675.539;675.539;0;;;;;790.154;;;;;;;;622.119;25.436;;25.436;;596.683;305.922;;;86.695;25.835;32.114;146.117;;;;;;;;;;;;;;;;;;;;65.670;63.150;;;42.998;401;19.751;;;;2.520;;;;2.520;;;;;;;;;;;;;;;0;0;;;;3.048.638;1.892.772;445.408;445.408;0;;;;1.447.364;;;;;;;;;;;;;;;;;;;;;;;;;367.815;;;;;367.815;;;3.065;71.446;7.019;258.344;27.941;;;;;;;;;;;;;254.992;;;;;;533.059;525.207;4.518;70.949;336.574;70.950;42.216;;;;;7.852;;;;6.940;;912;;;;;;;;;;;;;;;;;;;;;;;;;6.566.803;3.182.716;;;;;134.713;;;;;-6.614;;35.351;60.247;45.729;;;;;;;;1.766.171;231.020;;;;1.025.401;;;;;509.750;;;;;;;;;;;0;;;;;;;;;;;;-192.587;-155.726;0;-36.861;0;;;;1.675.790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19763;ENERGIAS BR
valores;27.103.712;2.545.209;101.115;101.115;101.115;;;;;;;;;;;;;;971.170;;;;;;;;;;;;;;;328.061;328.061;27.626;300.435;;;;;;;;;;;;;;;;;;;;856.334;856.334;;;;;;;;;;;;;;;288.529;122.449;;;;166.080;20.347;;;13.803;;131.930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.109.230;6.541.268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.025.286;;;;;4.025.286;;;319.632;334.565;644.401;301.764;;498.036;1.926.888;;;;;;;;;;;1.542.676;1.542.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.449.273;3.632.231;;;;;892.000;;;;;-58.694;;950.694;;;;;;;;;;4.118.747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175.298;175.298;;;;;;;3.630.997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19836;COSAN
valores;13.634.194;2.924.772;;;;;;;;;;;;;;;;;1.560.390;1.560.390;;;;;;;;;;;;;;289.119;289.119;35.548;253.571;;;;;;;;;;;;;;;;;;;;579.837;482.180;357.569;124.611;;;;;97.657;;;;;;;;495.426;;;;;495.426;157.422;;;53.812;210.601;123;58.978;14.490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.080.797;6.002.464;2.729.317;1.394.186;1.335.131;;;;3.273.147;;;;;;;;;;;;;;;;;;;;;;;;;342.879;;;;;342.879;;;232.525;31.976;76.098;2.280;;;;;;;;;;;;;;222.668;222.668;;;;;512.786;512.786;200.889;127.921;;175.658;8.318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.628.625;2.225.822;;;;;;;;;;;;;;;;;;;;;;1.090.697;259.516;;;;831.181;;;0;;;;;;;;;;;;;;409.824;;;;;;;;;;;-97.718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19879;LIGHT SA
valores;19.860.626;837.014;57.823;;;;;;57.823;;;;;;;;;;48.219;48.219;;;;;;;;;;;;;;44.000;44.000;;10.732;33.268;;;;;;;;;;;;;;;;;;;325.211;325.211;303.191;22.020;;;;;;;;;;;;;340.602;;;;;340.602;211.728;;;47.951;12.339;12.870;49.615;;6.099;;;;;;;;;;;;;;;;;;21.159;21.159;21.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.210.689;4.796.976;4.796.976;3.555.986;1.240.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;697.924;7.999;;;7.999;689.925;;;71.915;185.204;355.148;2.461;75.197;0;;;;;;;;;;;;3.650.869;3.650.869;;;;;64.920;64.920;20.251;4.435;40.234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.812.923;4.331.619;;;;;90.776;;;;141.503;;;-50.727;;;;;;;;;;4.651.771;243.413;;;328.672;4.100.271;;;;-20.585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;738.757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19909;BR MALLS PAR
valores;11.982.105;512.532;2.362;;;;;;2.362;2.362;;;;;;;;;16.613;16.613;;;;;;;;;;;;;;54.819;54.819;46.199;6.585;2.035;;;;;;;;;;;;;;;;;;;268.856;268.856;;;;;;;;;;;;;;;154.882;;;;;154.882;66.729;;;;14.775;73.378;;;;;;;;;;;;;;;;;;;;;15.000;15.000;;;;;15.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.401.427;3.906.340;3.906.340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.794;;;;;81.794;;;81.794;0;;;;;;;;;;;;;;;;1.394.498;1.394.498;;;;;18.795;18.795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.068.146;2.314.234;2.361.522;-47.288;;;2.718.800;;;;;;;;;;;;;;;;;972.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19925;BR PROPERT
valores;2.143.866;379.611;111.397;13.836;;;;;97.561;;;;;;;;;;35.479;35.479;;;;;;;;;;;;;;13.739;13.739;;;;;;;;;;;;;;;;;;;;;;59.148;25.314;25.314;;;;;;33.834;;;;;;;;159.848;;;;;159.848;47.071;;;51.499;58.571;2.707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;646.193;536.196;457.176;457.176;;;;;79.020;;;;;;;;;;;;;;;;;;;;;;;;;96.541;;;;;96.541;;;88.983;7.558;;;;;;;;;;;;;;;;;;;;;;13.456;12.518;78;9.537;;2.903;;;;;;938;;;;938;;;;;;;;;;;;;;;;;;;;;;;;;;;1.118.062;526.592;;;;;40.281;;14.330;;27.495;-52.212;;31.557;44.629;-25.518;;;;;;;;549.472;61.961;;;;389.807;;;97.704;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;1.688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;19992;TOTVS
valores;11.268.636;3.152.614;54.467;;;;;;54.467;54.467;;;;;;;;;1.139.843;;;;;;;;;;;;;;;282.900;282.900;32.160;0;250.740;;;;;;;;;;;;;;;;;;;970.716;959.855;;;;;;;10.861;;;;;;;;652.960;;;;;652.960;176.840;;;30.848;79.569;32.161;253.911;0;79.631;0;;;;;;;;;;;;;;;;;51.728;51.728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.670.497;3.404.177;2.897.754;2.897.754;;;;;506.423;;;;;;;;;;;;;;;;;;;;;;;;;688.461;;;;;688.461;;;77.046;107.519;199.898;47.768;0;256.230;;;;;;;;;;;;31.614;31.614;;;;;546.245;546.245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.445.525;1.977.276;;;;;22.585;;;;;;;;;;;;;;;;;964.533;;;;;;;;;;;;;;;;;;;;;-93.933;-22.262;;;;;;;;;;;-11.832;;;;;;;;609.158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20010;EQUATORIAL
valores;1.296.214;299.838;62.786;;;;;;62.786;;;;;;;;;;61.992;;;;;;;;;;;;;;;21.242;;;;;;;;;;;;;;;;;;;;;;;121.565;;;;;;;;121.565;121.565;;;;;;;32.253;;;;;32.253;15.731;;;16.522;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;405.815;357.584;;;;;;;357.584;357.584;;;;;;;;;;;;;;;;;;;;;;;;4.062;;;;;4.062;;;0;;4.062;;0;;;;;;;;;;;;;24.897;24.897;;;;;19.272;19.272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;590.561;360.000;;;;;8.164;;;;;;;;;;;;;;;;;208.753;38.816;;;;;;;10.238;-2.682;162.381;;;;;;;;;;;;;;;;;;;;13.644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20028;VALID
valores;1.022.629;296.031;29.479;;;;;;29.479;;;;;;;;;;98.389;87.242;;;;;;;11.147;;;;;;;57.652;49.344;2.109;47.235;;;;;;;;;;6.967;;;;1.341;;;;;;56.884;56.884;47.577;9.307;;;;;0;;;;;;;;47.542;;;;;47.542;;;;0;0;3.182;2.883;655;0;20.101;;20.721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.085;;;6.085;;631.240;216.457;144.742;121.626;23.116;;;;71.715;;;;;;;;;;;;;;;;;;;;;;;;;253.263;;;;;253.263;;;0;6.443;;6.453;;127.968;112.399;;;;;;;;;;;33.780;33.780;;;;;127.740;107.948;36.285;61.563;;10.100;;;;;;19.792;;;;;19.792;;;;;;;;;;;;;;;;;;;;;;;;;;95.358;1.853.684;1.853.684;;;;149.732;;;;13.549;;;136.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.899.939;-8.119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20060;LUPATECH
valores;27.653.600;6.781.058;;;;;;;;;;;;;;;;;2.604.594;304.578;;;;;;;2.300.016;;;;;;;356.351;351.735;22.784;328.951;;;;;;;;;;;;;;4.616;;;;;;238.146;237.735;158.793;78.942;;;;;;;;;411;;;;3.328.175;;;;;3.328.175;99.124;;;861.917;0;27.297;1.733.100;;40.957;487.409;78.371;;;;;;;;;;;;;;;;253.792;46.470;33.777;10.234;0;2.459;;;;;207.322;113.379;;;85.807;8.136;;;;;;;;;;;;;;;;;;;10.607.056;6.423.876;6.423.603;2.068.544;4.355.059;;;;;;;;273;;;;;;;;;;;;;;;;;;;;;2.671.916;;;;;2.671.916;;;232.585;;1.035.052;467.829;382.643;;553.807;;;;;;;;;;;718.180;718.180;;;;;406.956;276.632;58.239;105.884;109.418;3.091;;;;;;130.324;118.592;;3.341;8.391;;;;;;;;;;;;;;;;;;;386.128;386.128;;;;;;;10.265.486;4.789.617;;;;;;;;;;;;;;;;;;;;;;3.843.265;352.352;;;;;;;;-104.767;76.894;3.454.364;64.422;;;;;;;;;;1.367.087;-12.400;-94.111;1.474.466;-868;;;;;;;;;;;;;;;265.517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20087;EMBRAER
valores;1.102.673;252.147;23.681;7.539;7.539;;;;16.142;16.142;;;;;;;;;10.192;10.192;5.263;4.929;;;;;;;;;;;;13.953;11.944;4.490;7.454;;;;;;;;;;28;;;;1.981;;;;;;;;;;;;;;;;;;;;;;33.556;;;;;33.556;6.643;;;3.805;23.108;;;;;;;;;;;;;;;;;;;;;;170.765;;;;;;;;;;170.765;;;;15.021;67.899;87.845;;;;;;;;;;;;;;;;;;206.278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.998;;;;;2.998;;;2.283;715;;;;;;;;;;;;;;;;4.424;4.424;;;;;198.856;198.856;2.567;193.189;;3.100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644.248;506.557;;;;;21.959;48.392;;;16.385;;;-6.848;-35.970;;;;;;;;;113.514;55.588;40.087;;;;;129;54.494;-36.784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20125;ODONTOPREV
valores;333.781;128.215;980;980;;;;;;;;;;;;;;;7.953;0;;;;;;;0;;;;;;;1.047;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;118.235;26.777;;;26.777;91.458;;;;91.399;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205.566;742.187;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-647.542;;;;;;;;;110.983;;;;;;;;;;;-62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20184;CCX CARVAO
valores;8.658.788;751.767;;;;;;;;;;;;;;;;;37.133;37.133;;;;;;;;;;;;;;11.996;11.996;11.996;;;;;;;;;;;;;;;;;;;;;605.806;120.479;6.821;113.658;;;;;485.327;;;;;;;;96.832;;;;;96.832;3;;;66.062;;30.767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.682.389;3.239.588;474.772;60.203;414.569;;;;2.764.816;;;;;;;;;;;;;;;;;;;;;;;;;93.089;;;;;93.089;;;93.089;;;;;;;;;;;;;;;;;348.589;348.589;30.025;318.564;;;1.123;1.123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.224.632;3.042.035;;;;;594.507;;;;;;;;;;;;;;;;;588.090;208.411;;;;;;124.922;254.757;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014;20257;TAESA
